timestamp,participant-id,session-id,source,temperature
1471441697.0,8,8,empatica,382.18
1471441947.0,8,8,empatica,382.18
1471442197.0,8,8,empatica,382.18
1471442447.0,8,8,empatica,382.18
1471442697.0,8,8,empatica,34.25
1471442947.0,8,8,empatica,34.25
1471443197.0,8,8,empatica,34.25
1471443447.0,8,8,empatica,34.25
1471443697.0,8,8,empatica,34.25
1471443947.0,8,8,empatica,34.25
1471444197.0,8,8,empatica,34.25
1471444447.0,8,8,empatica,34.25
1471444697.0,8,8,empatica,34.25
1471444947.0,8,8,empatica,34.25
1471445197.0,8,8,empatica,34.25
1471445447.0,8,8,empatica,34.25
1471445697.0,8,8,empatica,34.25
1471445947.0,8,8,empatica,34.25
1471446197.0,8,8,empatica,34.25
1471446447.0,8,8,empatica,34.25
1471446697.0,8,8,empatica,34.25
1471446947.0,8,8,empatica,34.25
1471447197.0,8,8,empatica,34.25
1471447447.0,8,8,empatica,34.25
1471447697.0,8,8,empatica,34.25
1471447947.0,8,8,empatica,34.25
1471448197.0,8,8,empatica,34.25
1471448447.0,8,8,empatica,34.25
1471448697.0,8,8,empatica,34.25
1471448947.0,8,8,empatica,34.25
1471449197.0,8,8,empatica,34.25
1471449447.0,8,8,empatica,34.25
1471449697.0,8,8,empatica,34.27
1471449947.0,8,8,empatica,34.27
1471450197.0,8,8,empatica,34.27
1471450447.0,8,8,empatica,34.27
1471450697.0,8,8,empatica,34.25
1471450947.0,8,8,empatica,34.25
1471451197.0,8,8,empatica,34.25
1471451447.0,8,8,empatica,34.25
1471451697.0,8,8,empatica,34.25
1471451947.0,8,8,empatica,34.25
1471452197.0,8,8,empatica,34.25
1471452447.0,8,8,empatica,34.25
1471452697.0,8,8,empatica,34.25
1471452947.0,8,8,empatica,34.25
1471453197.0,8,8,empatica,34.25
1471453447.0,8,8,empatica,34.25
1471453697.0,8,8,empatica,34.25
1471453947.0,8,8,empatica,34.25
1471454197.0,8,8,empatica,34.25
1471454447.0,8,8,empatica,34.25
1471454697.0,8,8,empatica,34.25
1471454947.0,8,8,empatica,34.25
1471455197.0,8,8,empatica,34.25
1471455447.0,8,8,empatica,34.25
1471455697.0,8,8,empatica,34.23
1471455947.0,8,8,empatica,34.23
1471456197.0,8,8,empatica,34.23
1471456447.0,8,8,empatica,34.23
1471456697.0,8,8,empatica,34.25
1471456947.0,8,8,empatica,34.25
1471457197.0,8,8,empatica,34.25
1471457447.0,8,8,empatica,34.25
1471457697.0,8,8,empatica,34.27
