source,participant-id,timestamp,sedentary-minutes,lightly-active-minutes,fairly-active-minutes,very-active-minutes,sedentary-active-distance,light-active-distance,moderately-active-distance,very-active-distance
fitbit,1844505072,1462320000.0,1353,87,0,0,0,1.37000000476837,0,0
fitbit,1844505072,1462406400.0,1320,120,0,0,0,1.48000001907349,0,0
fitbit,1844505072,1462492800.0,1438,2,0,0,0,0.0299999993294477,0,0
fitbit,1844505072,1462579200.0,1440,0,0,0,0,0,0,0
fitbit,1844505072,1462665600.0,1440,0,0,0,0,0,0,0
fitbit,1844505072,1462752000.0,1440,0,0,0,0,0,0,0
fitbit,1844505072,1462838400.0,1440,0,0,0,0,0,0,0
fitbit,1844505072,1462924800.0,1440,0,0,0,0,0,0,0
fitbit,1844505072,1463011200.0,711,0,0,0,0,0,0,0
fitbit,1927972279,1460419200.0,734,55,0,0,0,0.469999998807907,0,0
fitbit,1927972279,1460505600.0,986,32,0,0,0,0.25,0,0
fitbit,1927972279,1460592000.0,1292,88,9,0,0,1.10000002384186,0.400000005960464,0
fitbit,1927972279,1460678400.0,941,51,0,0,0,0.680000007152557,0,0
fitbit,1927972279,1460764800.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1460851200.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1460937600.0,1423,17,0,0,0,0.170000001788139,0,0
fitbit,1927972279,1461024000.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1461110400.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1461196800.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1461283200.0,1430,10,0,0,0,0.100000001490116,0,0
fitbit,1927972279,1461369600.0,1295,145,0,0,0,2.03999996185303,0,0
fitbit,1927972279,1461456000.0,1358,75,6,1,0,1.13999998569489,0.239999994635582,0.0700000002980232
fitbit,1927972279,1461542400.0,1303,12,0,0,0,0.109999999403954,0,0
fitbit,1927972279,1461628800.0,1058,192,0,0,0,2.59999990463257,0,0
fitbit,1927972279,1461715200.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1461801600.0,1167,95,0,0,0,1.1599999666214,0,0
fitbit,1927972279,1461888000.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1461974400.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1462060800.0,1355,70,1,14,0,0.829999983310699,0.0299999993294477,1.00999999046326
fitbit,1927972279,1462147200.0,1322,94,8,16,0,1.1599999666214,0.300000011920929,1.1599999666214
fitbit,1927972279,1462233600.0,1413,17,0,10,0,0.180000007152557,0,0.730000019073486
fitbit,1927972279,1462320000.0,1353,87,0,0,0,1.24000000953674,0,0
fitbit,1927972279,1462406400.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1462492800.0,1332,108,0,0,0,1.45000004768372,0,0
fitbit,1927972279,1462579200.0,1392,48,0,0,0,1.03999996185303,0,0
fitbit,1927972279,1462665600.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1462752000.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1462838400.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1462924800.0,1440,0,0,0,0,0,0,0
fitbit,1927972279,1463011200.0,966,0,0,0,0,0,0,0
fitbit,2022484408,1460419200.0,1157,227,14,42,0,4.26000022888184,0.769999980926514,3.30999994277954
fitbit,2022484408,1460505600.0,1100,292,5,43,0,5.40999984741211,0.100000001490116,2.99000000953674
fitbit,2022484408,1460592000.0,1148,257,3,32,0,4.82000017166138,0.209999993443489,2.48000001907349
fitbit,2022484408,1460678400.0,1122,282,9,27,0,5.78000020980835,0.310000002384186,1.94000005722046
fitbit,2022484408,1460764800.0,1237,151,11,41,0,3.39000010490417,0.550000011920929,3.15000009536743
fitbit,2022484408,1460851200.0,1052,331,29,28,0,6.88000011444092,0.660000026226044,3.86999988555908
fitbit,2022484408,1460937600.0,1078,311,3,48,0,6.30000019073486,0.119999997317791,3.64000010490417
fitbit,2022484408,1461024000.0,1152,250,7,31,0,5,0.239999994635582,3.28999996185303
fitbit,2022484408,1461110400.0,1053,276,63,48,0,5.40000009536743,1.92999994754791,3.33999991416931
fitbit,2022484408,1461196800.0,1028,255,53,104,0,4.30999994277954,1.11000001430511,3.32999992370605
fitbit,2022484408,1461283200.0,1105,273,10,52,0,4.46999979019165,0.419999986886978,4.42999982833862
fitbit,2022484408,1461369600.0,1191,249,0,0,0,4.21000003814697,0,0
fitbit,2022484408,1461456000.0,1161,216,26,37,0,4.57999992370605,1.14999997615814,4.55000019073486
fitbit,2022484408,1461542400.0,1171,217,8,44,0,4.46000003814697,0.219999998807907,3.32999992370605
fitbit,2022484408,1461628800.0,1086,275,24,55,0,5.1100001335144,0.660000026226044,1.42999994754791
fitbit,2022484408,1461715200.0,1119,282,20,19,0,5.11999988555908,0.970000028610229,1.03999996185303
fitbit,2022484408,1461801600.0,1123,291,20,6,0,5.3899998664856,1.33000004291534,0.409999996423721
fitbit,2022484408,1461888000.0,1098,281,40,21,0,5.5,1.21000003814697,0.479999989271164
fitbit,2022484408,1461974400.0,1043,361,23,13,0,10.5699996948242,1.39999997615814,0.939999997615814
fitbit,2022484408,1462060800.0,1142,245,28,25,0,4.5,0.959999978542328,1.94000005722046
fitbit,2022484408,1462147200.0,1119,277,8,36,0,4.32999992370605,0.340000003576279,2.60999989509583
fitbit,2022484408,1462233600.0,1104,250,14,72,0,4.28000020980835,0.46000000834465,3.99000000953674
fitbit,2022484408,1462320000.0,1105,272,27,36,0,4.84999990463257,0.930000007152557,2.50999999046326
fitbit,2022484408,1462406400.0,1112,253,20,55,0,4.69999980926514,0.860000014305115,2.78999996185303
fitbit,2022484408,1462492800.0,1104,295,17,24,0,4.6399998664856,0.670000016689301,1.87000000476837
fitbit,2022484408,1462579200.0,1269,149,2,20,0,3.01999998092651,0.0799999982118607,1.61000001430511
fitbit,2022484408,1462665600.0,1305,135,0,0,0,2.30999994277954,0,0
fitbit,2022484408,1462752000.0,1061,297,47,35,0,5.6399998664856,1.62999999523163,2.11999988555908
fitbit,2022484408,1462838400.0,1084,271,28,57,0,5.55999994277954,1.21000003814697,2.22000002861023
fitbit,2022484408,1462924800.0,1133,224,25,58,0,3.99000000953674,1.14999997615814,4.17999982833862
fitbit,2022484408,1463011200.0,728,236,16,16,0,4.44000005722046,0.670000016689301,1.27999997138977
fitbit,2026352035,1460419200.0,706,181,8,3,0,2.20000004768372,0.349999994039536,0.189999997615814
fitbit,2026352035,1460505600.0,663,238,0,0,0,3.09999990463257,0,0
fitbit,2026352035,1460592000.0,653,197,0,0,0,2.04999995231628,0,0
fitbit,2026352035,1460678400.0,687,188,0,0,0,2.36999988555908,0,0
fitbit,2026352035,1460764800.0,728,150,0,0,0,1.58000004291534,0,0
fitbit,2026352035,1460851200.0,1053,60,0,0,0,0.519999980926514,0,0
fitbit,2026352035,1460937600.0,1062,182,0,0,0,2.05999994277954,0,0
fitbit,2026352035,1461024000.0,785,141,0,0,0,1.5,0,0
fitbit,2026352035,1461110400.0,623,327,0,0,0,4.48000001907349,0,0
fitbit,2026352035,1461196800.0,749,153,0,0,0,1.52999997138977,0,0
fitbit,2026352035,1461283200.0,712,162,0,0,0,1.80999994277954,0,0
fitbit,2026352035,1461369600.0,458,432,0,0,0,7.71000003814697,0,0
fitbit,2026352035,1461456000.0,704,164,0,0,0,2.16000008583069,0,0
fitbit,2026352035,1461542400.0,821,260,0,0,0,3.73000001907349,0,0
fitbit,2026352035,1461628800.0,1018,288,0,0,0,3.6800000667572,0,0
fitbit,2026352035,1461715200.0,586,286,0,0,0,3.76999998092651,0,0
fitbit,2026352035,1461801600.0,626,331,0,0,0,3.95000004768372,0,0
fitbit,2026352035,1461888000.0,492,352,0,0,0,4.71000003814697,0,0
fitbit,2026352035,1461974400.0,594,233,0,0,0,2.9300000667572,0,0
fitbit,2026352035,1462060800.0,716,191,0,0,0,2.27999997138977,0,0
fitbit,2026352035,1462147200.0,716,355,0,0,0,4.34999990463257,0,0
fitbit,2026352035,1462233600.0,981,304,0,0,0,3.72000002861023,0,0
fitbit,2026352035,1462320000.0,530,345,0,0,0,4.07000017166138,0,0
fitbit,2026352035,1462406400.0,479,475,0,0,0,7.53999996185303,0,0
fitbit,2026352035,1462492800.0,511,383,0,0,0,5.07999992370605,0,0
fitbit,2026352035,1462579200.0,665,229,0,0,0,2.59999990463257,0,0
fitbit,2026352035,1462665600.0,610,258,0,0,0,3.45000004768372,0,0
fitbit,2026352035,1462752000.0,543,401,0,0,0,6.59999990463257,0,0
fitbit,2026352035,1462838400.0,1002,17,0,0,0,0.159999996423721,0,0
fitbit,2026352035,1462924800.0,569,330,0,0,0,5.32000017166138,0,0
fitbit,2026352035,1463011200.0,330,343,0,0,0,5.51000022888184,0,0
fitbit,2320127002,1460419200.0,1112,306,9,13,0,6.01000022888184,0.310000002384186,1.16999995708466
fitbit,2320127002,1460505600.0,1105,335,0,0,0,4.90000009536743,0,0
fitbit,2320127002,1460592000.0,1249,191,0,0,0,2.6800000667572,0,0
fitbit,2320127002,1460678400.0,1195,245,0,0,0,3.50999999046326,0,0
fitbit,2320127002,1460764800.0,1245,195,0,0,0,3.40000009536743,0,0
fitbit,2320127002,1460851200.0,1191,249,0,0,0,4.17999982833862,0,0
fitbit,2320127002,1460937600.0,1173,260,7,0,0,4.1399998664856,0.259999990463257,0
fitbit,2320127002,1461024000.0,1201,228,11,0,0,3.66000008583069,0.379999995231628,0
fitbit,2320127002,1461110400.0,1146,283,11,0,0,4.34000015258789,0.490000009536743,0
fitbit,2320127002,1461196800.0,1302,127,10,1,0,1.80999994277954,0.419999986886978,0.0599999986588955
fitbit,2320127002,1461283200.0,1174,266,0,0,0,3.75999999046326,0,0
fitbit,2320127002,1461369600.0,1129,242,0,0,0,3.42000007629395,0,0
fitbit,2320127002,1461456000.0,1236,204,0,0,0,2.79999995231628,0,0
fitbit,2320127002,1461542400.0,1280,152,5,3,0,1.99000000953674,0.200000002980232,0.230000004172325
fitbit,2320127002,1461628800.0,1293,147,0,0,0,2.29999995231628,0,0
fitbit,2320127002,1461715200.0,1358,82,0,0,0,1.1599999666214,0,0
fitbit,2320127002,1461801600.0,1364,76,0,0,0,1.02999997138977,0,0
fitbit,2320127002,1461888000.0,1395,45,0,0,0,0.620000004768372,0,0
fitbit,2320127002,1461974400.0,1206,234,0,0,0,3.0699999332428,0,0
fitbit,2320127002,1462060800.0,1400,40,0,0,0,0.519999980926514,0,0
fitbit,2320127002,1462147200.0,1306,123,6,5,0,1.87999999523163,0.209999993443489,0.360000014305115
fitbit,2320127002,1462233600.0,1204,206,10,20,0,3.16000008583069,0.370000004768372,1.49000000953674
fitbit,2320127002,1462320000.0,1388,52,0,0,0,0.810000002384186,0,0
fitbit,2320127002,1462406400.0,1206,223,11,0,0,3.10999989509583,0.389999985694885,0
fitbit,2320127002,1462492800.0,1236,204,0,0,0,3.28999996185303,0,0
fitbit,2320127002,1462579200.0,1121,319,0,0,0,4.96999979019165,0,0
fitbit,2320127002,1462665600.0,1193,247,0,0,0,3.47000002861023,0,0
fitbit,2320127002,1462752000.0,1295,145,0,0,0,2.07999992370605,0,0
fitbit,2320127002,1462838400.0,1150,290,0,0,0,4.19999980926514,0,0
fitbit,2320127002,1462924800.0,1140,300,0,0,0,4.32999992370605,0,0
fitbit,2320127002,1463011200.0,830,128,0,0,0,1.78999996185303,0,0
fitbit,2347167796,1460419200.0,964,320,13,28,0,4.19999980926514,0.620000004768372,2
fitbit,2347167796,1460505600.0,676,195,32,19,0,3.41000008583069,1.94000005722046,1.6599999666214
fitbit,2347167796,1460592000.0,705,206,48,1,0,3.94000005722046,2.74000000953674,0.0199999995529652
fitbit,2347167796,1460678400.0,720,284,24,1,0,5.42999982833862,1.41999995708466,0.0700000002980232
fitbit,2347167796,1460764800.0,968,268,72,66,0,5.53000020980835,4.09999990463257,5.44999980926514
fitbit,2347167796,1460851200.0,508,249,7,1,0,3.25999999046326,0.280000001192093,0.0799999982118607
fitbit,2347167796,1460937600.0,678,206,16,11,0,3.78999996185303,0.860000014305115,0.790000021457672
fitbit,2347167796,1461024000.0,648,382,7,0,0,4.44000005722046,0,0
fitbit,2347167796,1461110400.0,1011,269,43,11,0,4.78000020980835,1.80999994277954,0.680000007152557
fitbit,2347167796,1461196800.0,761,208,26,23,0,3.38000011444092,1.52999997138977,1.85000002384186
fitbit,2347167796,1461283200.0,781,206,27,9,0,2.92000007629395,1.67999994754791,0.560000002384186
fitbit,2347167796,1461369600.0,591,360,35,32,0,7.15000009536743,1.45000004768372,2.77999997138977
fitbit,2347167796,1461456000.0,584,360,0,0,0,6.26000022888184,0,0
fitbit,2347167796,1461542400.0,653,277,11,15,0,4.59999990463257,0.519999980926514,1.26999998092651
fitbit,2347167796,1461628800.0,732,227,0,0,0,3.95000004768372,0,0
fitbit,2347167796,1461715200.0,623,295,9,26,0,5.32000017166138,0.400000005960464,1.86000001430511
fitbit,2347167796,1461801600.0,764,229,0,0,0,3.59999990463257,0,0
fitbit,2347167796,1461888000.0,2,4,0,0,0,0.0299999993294477,0,0
fitbit,2873212765,1460419200.0,1061,356,21,2,0,4.88000011444092,0.930000007152557,0.109999999403954
fitbit,2873212765,1460505600.0,1028,404,8,0,0.0199999995529652,4.88000011444092,0.219999998807907,0
fitbit,2873212765,1460592000.0,1109,331,0,0,0,5.32000017166138,0,0
fitbit,2873212765,1460678400.0,992,448,0,0,0.00999999977648258,5.69000005722046,0,0
fitbit,2873212765,1460764800.0,1087,305,1,47,0.00999999977648258,3.50999999046326,0.0199999995529652,3.10999989509583
fitbit,2873212765,1460851200.0,1272,160,8,0,0,1.3400000333786,0.349999994039536,0
fitbit,2873212765,1460937600.0,1122,311,6,1,0,4.8899998664856,0.280000001192093,0.0700000002980232
fitbit,2873212765,1461024000.0,1051,389,0,0,0,5.3600001335144,0,0
fitbit,2873212765,1461110400.0,1035,378,5,22,0.00999999977648258,4.65999984741211,0.119999997317791,1.50999999046326
fitbit,2873212765,1461196800.0,1057,371,10,2,0.00999999977648258,5.46999979019165,0.370000004768372,0.129999995231628
fitbit,2873212765,1461283200.0,1028,366,0,46,0.0199999995529652,4.42000007629395,0,0.46000000834465
fitbit,2873212765,1461369600.0,1077,330,5,28,0.00999999977648258,4.01999998092651,0.230000004172325,2.08999991416931
fitbit,2873212765,1461456000.0,1203,190,1,46,0,1.62000000476837,0.0599999986588955,3
fitbit,2873212765,1461542400.0,1081,359,0,0,0,4.94999980926514,0,0
fitbit,2873212765,1461628800.0,1124,309,5,2,0,5.23999977111816,0.180000007152557,0.119999997317791
fitbit,2873212765,1461715200.0,1197,197,0,46,0,2.35999989509583,0,0
fitbit,2873212765,1461801600.0,1192,213,7,28,0,2.91000008583069,0.340000003576279,2.16000008583069
fitbit,2873212765,1461888000.0,1191,206,23,20,0,2.1800000667572,1.4099999666214,1.36000001430511
fitbit,2873212765,1461974400.0,1167,248,20,5,0.00999999977648258,4.26000022888184,1.08000004291534,0.330000013113022
fitbit,2873212765,1462060800.0,1219,196,18,7,0,3.44000005722046,1.03999996185303,0.490000009536743
fitbit,2873212765,1462147200.0,1099,334,7,0,0.0199999995529652,4.82999992370605,0.209999993443489,0
fitbit,2873212765,1462233600.0,1070,363,6,1,0.00999999977648258,4.65999984741211,0.25,0.0599999986588955
fitbit,2873212765,1462320000.0,1020,420,0,0,0,5.55999994277954,0,0
fitbit,2873212765,1462406400.0,1093,311,23,13,0,4.03000020980835,0.800000011920929,0.779999971389771
fitbit,2873212765,1462492800.0,1065,370,5,0,0.00999999977648258,4.6100001335144,0.119999997317791,0
fitbit,2873212765,1462579200.0,1302,52,11,75,0,0.550000011920929,0.550000011920929,2.27999997138977
fitbit,2873212765,1462665600.0,1068,326,0,46,0,2.64000010490417,0,2.90000009536743
fitbit,2873212765,1462752000.0,1095,345,0,0,0,5.19000005722046,0,0
fitbit,2873212765,1462838400.0,1067,373,0,0,0.00999999977648258,5.55000019073486,0,0
fitbit,2873212765,1462924800.0,1121,319,0,0,0.00999999977648258,4.32000017166138,0,0
fitbit,2873212765,1463011200.0,720,268,0,0,0,5.1100001335144,0,0
fitbit,3372868164,1460419200.0,1160,280,0,0,0.00999999977648258,3.23000001907349,0,0
fitbit,3372868164,1460505600.0,1045,371,8,16,0.0199999995529652,5.26999998092651,0.340000003576279,0.990000009536743
fitbit,3372868164,1460592000.0,1039,370,25,6,0.00999999977648258,4.65000009536743,1.02999997138977,0.340000003576279
fitbit,3372868164,1460678400.0,1105,335,0,0,0.0199999995529652,5.05999994277954,0,0
fitbit,3372868164,1460764800.0,1084,356,0,0,0.0299999993294477,4.69999980926514,0,0
fitbit,3372868164,1460851200.0,1105,322,2,11,0.00999999977648258,4.3600001335144,0.100000001490116,1.4099999666214
fitbit,3372868164,1460937600.0,1070,343,7,20,0,3.34999990463257,0.200000002980232,1.08000004291534
fitbit,3372868164,1461024000.0,1064,376,0,0,0.0199999995529652,5.23999977111816,0,0
fitbit,3372868164,1461110400.0,1148,274,3,15,0.0199999995529652,2.38000011444092,0.0900000035762787,0.839999973773956
fitbit,3372868164,1461196800.0,1037,376,9,18,0.00999999977648258,4.6399998664856,0.259999990463257,1.14999997615814
fitbit,3372868164,1461283200.0,1234,206,0,0,0.00999999977648258,2.60999989509583,0,0
fitbit,3372868164,1461369600.0,1115,303,2,20,0,3.57999992370605,0.0799999982118607,1.39999997615814
fitbit,3372868164,1461456000.0,1127,292,7,14,0.0199999995529652,3.49000000953674,0.189999997615814,0.889999985694885
fitbit,3372868164,1461542400.0,1024,416,0,0,0,4.09000015258789,0,0
fitbit,3372868164,1461628800.0,1083,333,2,22,0.00999999977648258,3.86999988555908,0.0500000007450581,1.85000002384186
fitbit,3372868164,1461715200.0,1057,346,13,24,0.00999999977648258,3.19000005722046,0.629999995231628,1.58000004291534
fitbit,3372868164,1461801600.0,1055,385,0,0,0,3.75999999046326,0,0
fitbit,3372868164,1461888000.0,1038,402,0,0,0.00999999977648258,6.21999979019165,0,0
fitbit,3372868164,1461974400.0,1119,300,4,17,0.00999999977648258,2.42000007629395,0.0900000035762787,1.05999994277954
fitbit,3372868164,1462060800.0,842,172,0,0,0,2.08999991416931,0,0
fitbit,3977333714,1460419200.0,777,131,19,44,0,2.00999999046326,0.910000026226044,3.05999994277954
fitbit,3977333714,1460505600.0,754,153,46,31,0,2.54999995231628,2.13000011444092,2.02999997138977
fitbit,3977333714,1460592000.0,801,214,23,5,0,3.8199999332428,0.970000028610229,0.319999992847443
fitbit,3977333714,1460678400.0,644,183,42,15,0,3.25999999046326,1.75,1.04999995231628
fitbit,3977333714,1460764800.0,663,153,83,31,0,2.97000002861023,4,2.02999997138977
fitbit,3977333714,1460851200.0,600,205,58,11,0,3.92000007629395,2.34999990463257,0.699999988079071
fitbit,3977333714,1460937600.0,605,214,95,4,0,3.8199999332428,3.73000001907349,0.25
fitbit,3977333714,1461024000.0,738,221,67,19,0,3.96000003814697,2.45000004768372,2.24000000953674
fitbit,3977333714,1461110400.0,845,164,98,2,0,3.27999997138977,4.34999990463257,0.200000002980232
fitbit,3977333714,1461196800.0,712,242,0,0,0,4.05999994277954,0,0
fitbit,3977333714,1461283200.0,731,188,12,33,0,3.05999994277954,0.579999983310699,2.32999992370605
fitbit,3977333714,1461369600.0,724,252,92,0,0,3.84999990463257,4.21999979019165,0
fitbit,3977333714,1461456000.0,660,129,95,30,0,2.17000007629395,4.55999994277954,3.26999998092651
fitbit,3977333714,1461542400.0,781,133,9,50,0,2.41000008583069,0.430000007152557,5.61999988555908
fitbit,3977333714,1461628800.0,797,170,95,7,0,2.95000004768372,4.21999979019165,0.449999988079071
fitbit,3977333714,1461715200.0,714,176,10,0,0,4.61999988555908,0.419999986886978,0
fitbit,3977333714,1461801600.0,804,190,8,15,0,3.22000002861023,0.28999999165535,1.37000000476837
fitbit,3977333714,1461888000.0,744,150,32,36,0,2.71000003814697,1.29999995231628,3.74000000953674
fitbit,3977333714,1461974400.0,687,194,52,43,0,3.41000008583069,2.09999990463257,3.69000005722046
fitbit,3977333714,1462060800.0,691,124,40,41,0,2.41000008583069,1.98000001907349,2.67000007629395
fitbit,3977333714,1462147200.0,713,176,143,24,0,3.01999998092651,6.48000001907349,1.53999996185303
fitbit,3977333714,1462233600.0,594,258,41,47,0,4.53000020980835,1.74000000953674,3.3199999332428
fitbit,3977333714,1462320000.0,852,142,96,14,0,2.89000010490417,4.57999992370605,1.80999994277954
fitbit,3977333714,1462406400.0,680,178,88,14,0,2.71000003814697,4.1100001335144,1.75999999046326
fitbit,3977333714,1462492800.0,676,168,55,29,0,2.67000007629395,2.50999999046326,3.10999989509583
fitbit,3977333714,1462579200.0,703,208,86,0,0,3.58999991416931,4.13000011444092,0
fitbit,3977333714,1462665600.0,688,171,116,9,0,3.17000007629395,5.23999977111816,0.680000007152557
fitbit,3977333714,1462752000.0,1159,151,122,8,0,3.54999995231628,5.59999990463257,0.769999980926514
fitbit,3977333714,1462838400.0,676,196,115,1,0,3.30999994277954,5.40000009536743,0.0700000002980232
fitbit,3977333714,1462924800.0,13,9,0,4,0,0.129999995231628,0,0.370000004768372
fitbit,4020332650,1460419200.0,712,331,15,4,0,5.67999982833862,0.239999994635582,0.150000005960464
fitbit,4020332650,1460505600.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1460592000.0,1437,3,0,0,0,0.0299999993294477,0,0
fitbit,4020332650,1460678400.0,1299,87,18,36,0,0.769999980926514,0.360000014305115,0.209999993443489
fitbit,4020332650,1460764800.0,1222,55,21,65,0,0.589999973773956,0.370000004768372,0.449999988079071
fitbit,4020332650,1460851200.0,1438,2,0,0,0,0.00999999977648258,0,0
fitbit,4020332650,1460937600.0,1438,2,0,0,0,0.0399999991059303,0,0
fitbit,4020332650,1461024000.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461110400.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461196800.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461283200.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461369600.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461456000.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461542400.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461628800.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461715200.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461801600.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461888000.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1461974400.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1462060800.0,1440,0,0,0,0,0,0,0
fitbit,4020332650,1462147200.0,1350,31,11,0,0,0.28999999165535,0.0399999991059303,0
fitbit,4020332650,1462233600.0,950,174,0,0,0.0500000007450581,3.15000009536743,0,0
fitbit,4020332650,1462320000.0,531,346,46,13,0,5.57999992370605,1.03999996185303,0.670000016689301
fitbit,4020332650,1462406400.0,916,196,42,38,0.0700000002980232,4.03999996185303,1.67999994754791,2.61999988555908
fitbit,4020332650,1462492800.0,855,177,0,0,0.00999999977648258,3.09999990463257,0,0
fitbit,4020332650,1462579200.0,1256,184,0,0,0,3.57999992370605,0,0
fitbit,4020332650,1462665600.0,775,263,0,0,0,4.15000009536743,0,0
fitbit,4020332650,1462752000.0,1225,173,5,3,0,2.94000005722046,0.119999997317791,0.200000002980232
fitbit,4020332650,1462838400.0,774,206,0,0,0.0399999991059303,3.86999988555908,0,0
fitbit,4020332650,1462924800.0,1296,134,8,2,0,2.32999992370605,0.170000001788139,0.109999999403954
fitbit,4020332650,1463011200.0,721,21,0,0,0,0.409999996423721,0,0
fitbit,4057192912,1460419200.0,1276,164,0,0,0,3.94000005722046,0,0
fitbit,4057192912,1460505600.0,1280,160,0,0,0,4.36999988555908,0,0
fitbit,4057192912,1460592000.0,1440,0,0,0,0,0,0,0
fitbit,4057192912,1460678400.0,873,88,6,3,0,2.44000005722046,0.259999990463257,0.209999993443489
fitbit,4319703577,1460419200.0,1440,0,0,0,0,0,0,0
fitbit,4319703577,1460505600.0,1234,96,15,8,0,1.30999994277954,0.589999973773956,0.529999971389771
fitbit,4319703577,1460592000.0,589,339,9,1,0,6.44000005722046,0.330000013113022,0.109999999403954
fitbit,4319703577,1460678400.0,752,228,0,0,0,3.79999995231628,0,0
fitbit,4319703577,1460764800.0,724,194,0,0,0,3.1800000667572,0,0
fitbit,4319703577,1460851200.0,1363,3,0,0,0,0.0199999995529652,0,0
fitbit,4319703577,1460937600.0,824,58,9,1,0,1.12000000476837,0.330000013113022,0.0700000002980232
fitbit,4319703577,1461024000.0,604,311,0,0,0,5.98999977111816,0,0
fitbit,4319703577,1461110400.0,671,306,18,0,0,5.30999994277954,0.680000007152557,0
fitbit,4319703577,1461196800.0,1265,34,0,0,0,0.349999994039536,0,0
fitbit,4319703577,1461283200.0,709,176,19,1,0,2.15000009536743,0.810000002384186,0.0599999986588955
fitbit,4319703577,1461369600.0,546,233,0,0,0,3.30999994277954,0,0
fitbit,4319703577,1461456000.0,692,191,5,1,0,2.47000002861023,0.200000002980232,0.0599999986588955
fitbit,4319703577,1461542400.0,544,390,8,0,0,5.92999982833862,0.280000001192093,0
fitbit,4319703577,1461628800.0,649,288,21,8,0,5.15000009536743,0.920000016689301,0.569999992847443
fitbit,4319703577,1461715200.0,680,300,47,6,0,4.90999984741211,1.91999995708466,0.409999996423721
fitbit,4319703577,1461801600.0,552,359,8,13,0,5.94000005722046,0.330000013113022,1.00999999046326
fitbit,4319703577,1461888000.0,624,289,18,6,0,4.11999988555908,0.790000021457672,0.449999988079071
fitbit,4319703577,1461974400.0,695,196,38,6,0,3.50999999046326,1.61000001430511,0.400000005960464
fitbit,4319703577,1462060800.0,836,67,0,0,0,0.839999973773956,0,0
fitbit,4319703577,1462147200.0,585,344,11,0,0,5.71000003814697,0.439999997615814,0
fitbit,4319703577,1462233600.0,669,287,26,8,0,4.82999992370605,1.07000005245209,0.579999983310699
fitbit,4319703577,1462320000.0,1106,313,13,8,0,5.84999990463257,0.579999983310699,0.589999973773956
fitbit,4319703577,1462406400.0,957,328,34,27,0,5.44999980926514,1.4099999666214,2.63000011444092
fitbit,4319703577,1462492800.0,692,314,11,6,0,5.46000003814697,0.469999998807907,0.409999996423721
fitbit,4319703577,1462579200.0,586,279,28,3,0,4.07999992370605,1.04999995231628,0.189999997615814
fitbit,4319703577,1462665600.0,603,153,0,0,0,2.46000003814697,0,0
fitbit,4319703577,1462752000.0,490,374,14,2,0,6.25,0.560000002384186,0.140000000596046
fitbit,4319703577,1462838400.0,555,329,12,3,0,5.69999980926514,0.46000000834465,0.209999993443489
fitbit,4319703577,1462924800.0,574,311,18,3,0,5.17999982833862,0.740000009536743,0.200000002980232
fitbit,4319703577,1463011200.0,0,2,0,0,0,0.00999999977648258,0,0
fitbit,4388161847,1460419200.0,1440,0,0,0,0,0,0,0
fitbit,4388161847,1460505600.0,1275,150,14,1,0,3.88000011444092,0.629999995231628,0.0599999986588955
fitbit,4388161847,1460592000.0,945,219,35,10,0,5.61999988555908,1.07000005245209,0.129999995231628
fitbit,4388161847,1460678400.0,837,299,0,0,0,6.73000001907349,0,0
fitbit,4388161847,1460764800.0,609,253,9,6,0,4.44999980926514,0.400000005960464,0.209999993443489
fitbit,4388161847,1460851200.0,721,201,0,0,0,3.57999992370605,0,0
fitbit,4388161847,1460937600.0,1017,239,8,27,0,5.1399998664856,0.400000005960464,3.55999994277954
fitbit,4388161847,1461024000.0,704,249,16,20,0,5.76999998092651,0.689999997615814,1.37000000476837
fitbit,4388161847,1461110400.0,696,228,42,19,0,5.28999996185303,1.72000002861023,1.10000002384186
fitbit,4388161847,1461196800.0,853,272,12,7,0,6.98000001907349,0.389999985694885,0.370000004768372
