source,participant-id,timestamp,step-total
fitbit,1503960366,1460419200.0,13162
fitbit,1503960366,1460505600.0,10735
fitbit,1503960366,1460592000.0,10460
fitbit,1503960366,1460678400.0,9762
fitbit,1503960366,1460764800.0,12669
fitbit,1503960366,1460851200.0,9705
fitbit,1503960366,1460937600.0,13019
fitbit,1503960366,1461024000.0,15506
fitbit,1503960366,1461110400.0,10544
fitbit,1503960366,1461196800.0,9819
fitbit,1503960366,1461283200.0,12764
fitbit,1503960366,1461369600.0,14371
fitbit,1503960366,1461456000.0,10039
fitbit,1503960366,1461542400.0,15355
fitbit,1503960366,1461628800.0,13755
fitbit,1503960366,1461715200.0,18134
fitbit,1503960366,1461801600.0,13154
fitbit,1503960366,1461888000.0,11181
fitbit,1503960366,1461974400.0,14673
fitbit,1503960366,1462060800.0,10602
fitbit,1503960366,1462147200.0,14727
fitbit,1503960366,1462233600.0,15103
fitbit,1503960366,1462320000.0,11100
fitbit,1503960366,1462406400.0,14070
fitbit,1503960366,1462492800.0,12159
fitbit,1503960366,1462579200.0,11992
fitbit,1503960366,1462665600.0,10060
fitbit,1503960366,1462752000.0,12022
fitbit,1503960366,1462838400.0,12207
fitbit,1503960366,1462924800.0,12770
fitbit,1503960366,1463011200.0,0
fitbit,1624580081,1460419200.0,8163
fitbit,1624580081,1460505600.0,7007
fitbit,1624580081,1460592000.0,9107
fitbit,1624580081,1460678400.0,1510
fitbit,1624580081,1460764800.0,5370
fitbit,1624580081,1460851200.0,6175
fitbit,1624580081,1460937600.0,10536
fitbit,1624580081,1461024000.0,2916
fitbit,1624580081,1461110400.0,4974
fitbit,1624580081,1461196800.0,6349
fitbit,1624580081,1461283200.0,4026
fitbit,1624580081,1461369600.0,8538
fitbit,1624580081,1461456000.0,6076
fitbit,1624580081,1461542400.0,6497
fitbit,1624580081,1461628800.0,2826
fitbit,1624580081,1461715200.0,8367
fitbit,1624580081,1461801600.0,2759
fitbit,1624580081,1461888000.0,2390
fitbit,1624580081,1461974400.0,6474
fitbit,1624580081,1462060800.0,36019
fitbit,1624580081,1462147200.0,7155
fitbit,1624580081,1462233600.0,2100
fitbit,1624580081,1462320000.0,2193
