source,participant-id,timestamp,calories
fitbit,1503960366,1460419200.0,1985
fitbit,1503960366,1460505600.0,1797
fitbit,1503960366,1460592000.0,1776
fitbit,1503960366,1460678400.0,1745
fitbit,1503960366,1460764800.0,1863
fitbit,1503960366,1460851200.0,1728
fitbit,1503960366,1460937600.0,1921
fitbit,1503960366,1461024000.0,2035
fitbit,1503960366,1461110400.0,1786
fitbit,1503960366,1461196800.0,1775
fitbit,1503960366,1461283200.0,1827
fitbit,1503960366,1461369600.0,1949
fitbit,1503960366,1461456000.0,1788
fitbit,1503960366,1461542400.0,2013
fitbit,1503960366,1461628800.0,1970
fitbit,1503960366,1461715200.0,2159
fitbit,1503960366,1461801600.0,1898
fitbit,1503960366,1461888000.0,1837
fitbit,1503960366,1461974400.0,1947
fitbit,1503960366,1462060800.0,1820
fitbit,1503960366,1462147200.0,2004
fitbit,1503960366,1462233600.0,1990
fitbit,1503960366,1462320000.0,1819
fitbit,1503960366,1462406400.0,1959
fitbit,1503960366,1462492800.0,1896
fitbit,1503960366,1462579200.0,1821
fitbit,1503960366,1462665600.0,1740
fitbit,1503960366,1462752000.0,1819
fitbit,1503960366,1462838400.0,1859
fitbit,1503960366,1462924800.0,1783
fitbit,1503960366,1463011200.0,0
fitbit,1624580081,1460419200.0,1432
fitbit,1624580081,1460505600.0,1411
fitbit,1624580081,1460592000.0,1572
fitbit,1624580081,1460678400.0,1344
fitbit,1624580081,1460764800.0,1463
fitbit,1624580081,1460851200.0,1554
fitbit,1624580081,1460937600.0,1604
fitbit,1624580081,1461024000.0,1435
fitbit,1624580081,1461110400.0,1446
fitbit,1624580081,1461196800.0,1467
fitbit,1624580081,1461283200.0,1470
fitbit,1624580081,1461369600.0,1562
fitbit,1624580081,1461456000.0,1617
fitbit,1624580081,1461542400.0,1492
fitbit,1624580081,1461628800.0,1402
fitbit,1624580081,1461715200.0,1670
fitbit,1624580081,1461801600.0,1401
fitbit,1624580081,1461888000.0,1404
fitbit,1624580081,1461974400.0,1655
fitbit,1624580081,1462060800.0,2690
fitbit,1624580081,1462147200.0,1497
fitbit,1624580081,1462233600.0,1334
fitbit,1624580081,1462320000.0,1368
fitbit,1624580081,1462406400.0,1370
fitbit,1624580081,1462492800.0,1341
fitbit,1624580081,1462579200.0,1474
fitbit,1624580081,1462665600.0,1427
fitbit,1624580081,1462752000.0,1328
fitbit,1624580081,1462838400.0,1393
fitbit,1624580081,1462924800.0,1359
fitbit,1624580081,1463011200.0,1002
fitbit,1644430081,1460419200.0,3199
fitbit,1644430081,1460505600.0,2902
fitbit,1644430081,1460592000.0,3226
fitbit,1644430081,1460678400.0,2750
fitbit,1644430081,1460764800.0,3493
fitbit,1644430081,1460851200.0,3011
fitbit,1644430081,1460937600.0,2806
fitbit,1644430081,1461024000.0,3300
fitbit,1644430081,1461110400.0,2430
fitbit,1644430081,1461196800.0,2140
fitbit,1644430081,1461283200.0,2344
fitbit,1644430081,1461369600.0,2677
fitbit,1644430081,1461456000.0,2413
fitbit,1644430081,1461542400.0,2497
fitbit,1644430081,1461628800.0,3123
fitbit,1644430081,1461715200.0,2489
fitbit,1644430081,1461801600.0,3108
fitbit,1644430081,1461888000.0,2498
fitbit,1644430081,1461974400.0,3846
fitbit,1644430081,1462060800.0,2696
fitbit,1644430081,1462147200.0,2580
fitbit,1644430081,1462233600.0,3324
fitbit,1644430081,1462320000.0,2222
fitbit,1644430081,1462406400.0,2463
fitbit,1644430081,1462492800.0,3328
fitbit,1644430081,1462579200.0,3404
fitbit,1644430081,1462665600.0,2987
fitbit,1644430081,1462752000.0,3008
fitbit,1644430081,1462838400.0,2799
fitbit,1644430081,1462924800.0,1276
fitbit,1844505072,1460419200.0,2030
fitbit,1844505072,1460505600.0,1860
fitbit,1844505072,1460592000.0,2130
fitbit,1844505072,1460678400.0,1725
fitbit,1844505072,1460764800.0,1657
fitbit,1844505072,1460851200.0,1793
fitbit,1844505072,1460937600.0,1814
fitbit,1844505072,1461024000.0,1366
fitbit,1844505072,1461110400.0,1349
fitbit,1844505072,1461196800.0,2062
fitbit,1844505072,1461283200.0,1827
fitbit,1844505072,1461369600.0,1645
