participant-id,session-id,timestamp,source,eda
11,01,1469477616.000000,empatica,0.000000
11,01,1469477616.250000,empatica,0.035866
11,01,1469477616.500000,empatica,0.057642
11,01,1469477616.750000,empatica,0.060204
11,01,1469477617.000000,empatica,0.061485
11,01,1469477617.250000,empatica,0.061485
11,01,1469477617.500000,empatica,0.061485
11,01,1469477617.750000,empatica,0.061485
11,01,1469477618.000000,empatica,0.062766
11,01,1469477618.250000,empatica,0.062766
11,01,1469477618.500000,empatica,0.062766
11,01,1469477618.750000,empatica,0.064047
11,01,1469477619.000000,empatica,0.064047
11,01,1469477619.250000,empatica,0.064047
11,01,1469477619.500000,empatica,0.064047
11,01,1469477619.750000,empatica,0.065328
11,01,1469477620.000000,empatica,0.065328
11,01,1469477620.250000,empatica,0.064047
11,01,1469477620.500000,empatica,0.064047
11,01,1469477620.750000,empatica,0.065328
11,01,1469477621.000000,empatica,0.065328
11,01,1469477621.250000,empatica,0.064047
11,01,1469477621.500000,empatica,0.062766
11,01,1469477621.750000,empatica,0.065328
11,01,1469477622.000000,empatica,0.065328
11,01,1469477622.250000,empatica,0.062766
11,01,1469477622.500000,empatica,0.065328
11,01,1469477622.750000,empatica,0.065328
11,01,1469477623.000000,empatica,0.062766
11,01,1469477623.250000,empatica,0.065328
11,01,1469477623.500000,empatica,0.065328
11,01,1469477623.750000,empatica,0.064047
11,01,1469477624.000000,empatica,0.065328
11,01,1469477624.250000,empatica,0.062766
11,01,1469477624.500000,empatica,0.064047
11,01,1469477624.750000,empatica,0.065328
11,01,1469477625.000000,empatica,0.064047
11,01,1469477625.250000,empatica,0.065328
11,01,1469477625.500000,empatica,0.065328
11,01,1469477625.750000,empatica,0.064047
11,01,1469477626.000000,empatica,0.064047
11,01,1469477626.250000,empatica,0.064047
11,01,1469477626.500000,empatica,0.064047
11,01,1469477626.750000,empatica,0.064047
11,01,1469477627.000000,empatica,0.065328
11,01,1469477627.250000,empatica,0.064047
11,01,1469477627.500000,empatica,0.065328
11,01,1469477627.750000,empatica,0.065328
11,01,1469477628.000000,empatica,0.065328
11,01,1469477628.250000,empatica,0.065328
11,01,1469477628.500000,empatica,0.065328
11,01,1469477628.750000,empatica,0.064047
11,01,1469477629.000000,empatica,0.065328
11,01,1469477629.250000,empatica,0.065328
11,01,1469477629.500000,empatica,0.065328
11,01,1469477629.750000,empatica,0.064047
11,01,1469477630.000000,empatica,0.065328
11,01,1469477630.250000,empatica,0.066609
11,01,1469477630.500000,empatica,0.065328
11,01,1469477630.750000,empatica,0.067890
11,01,1469477631.000000,empatica,0.066609
11,01,1469477631.250000,empatica,0.064047
11,01,1469477631.500000,empatica,0.066609
11,01,1469477631.750000,empatica,0.066609
11,01,1469477632.000000,empatica,0.065328
11,01,1469477632.250000,empatica,0.066609
11,01,1469477632.500000,empatica,0.065328
11,01,1469477632.750000,empatica,0.065328
11,01,1469477633.000000,empatica,0.066609
11,01,1469477633.250000,empatica,0.065328
11,01,1469477633.500000,empatica,0.066609
11,01,1469477633.750000,empatica,0.066609
11,01,1469477634.000000,empatica,0.065328
11,01,1469477634.250000,empatica,0.066609
11,01,1469477634.500000,empatica,0.066609
11,01,1469477634.750000,empatica,0.065328
11,01,1469477635.000000,empatica,0.065328
11,01,1469477635.250000,empatica,0.066609
11,01,1469477635.500000,empatica,0.065328
11,01,1469477635.750000,empatica,0.066609
11,01,1469477636.000000,empatica,0.066609
11,01,1469477636.250000,empatica,0.065328
11,01,1469477636.500000,empatica,0.065328
11,01,1469477636.750000,empatica,0.066609
11,01,1469477637.000000,empatica,0.064047
11,01,1469477637.250000,empatica,0.065328
11,01,1469477637.500000,empatica,0.065328
11,01,1469477637.750000,empatica,0.064047
11,01,1469477638.000000,empatica,0.065328
11,01,1469477638.250000,empatica,0.065328
11,01,1469477638.500000,empatica,0.066609
11,01,1469477638.750000,empatica,0.065328
11,01,1469477639.000000,empatica,0.065328
11,01,1469477639.250000,empatica,0.065328
11,01,1469477639.500000,empatica,0.064047
11,01,1469477639.750000,empatica,0.065328
11,01,1469477640.000000,empatica,0.065328
11,01,1469477640.250000,empatica,0.064047
11,01,1469477640.500000,empatica,0.065328
11,01,1469477640.750000,empatica,0.064047
11,01,1469477641.000000,empatica,0.064047
11,01,1469477641.250000,empatica,0.065328
11,01,1469477641.500000,empatica,0.065328
11,01,1469477641.750000,empatica,0.065328
11,01,1469477642.000000,empatica,0.064047
11,01,1469477642.250000,empatica,0.065328
11,01,1469477642.500000,empatica,0.064047
11,01,1469477642.750000,empatica,0.064047
11,01,1469477643.000000,empatica,0.064047
11,01,1469477643.250000,empatica,0.064047
11,01,1469477643.500000,empatica,0.065328
11,01,1469477643.750000,empatica,0.064047
11,01,1469477644.000000,empatica,0.066609
11,01,1469477644.250000,empatica,0.066609
11,01,1469477644.500000,empatica,0.065328
11,01,1469477644.750000,empatica,0.065328
11,01,1469477645.000000,empatica,0.066609
11,01,1469477645.250000,empatica,0.064047
11,01,1469477645.500000,empatica,0.065328
11,01,1469477645.750000,empatica,0.065328
11,01,1469477646.000000,empatica,0.065328
11,01,1469477646.250000,empatica,0.065328
11,01,1469477646.500000,empatica,0.066609
11,01,1469477646.750000,empatica,0.066609
11,01,1469477647.000000,empatica,0.065328
11,01,1469477647.250000,empatica,0.065328
11,01,1469477647.500000,empatica,0.065328
11,01,1469477647.750000,empatica,0.065328
11,01,1469477648.000000,empatica,0.065328
11,01,1469477648.250000,empatica,0.065328
11,01,1469477648.500000,empatica,0.065328
11,01,1469477648.750000,empatica,0.064047
11,01,1469477649.000000,empatica,0.065328
11,01,1469477649.250000,empatica,0.065328
11,01,1469477649.500000,empatica,0.065328
11,01,1469477649.750000,empatica,0.065328
11,01,1469477650.000000,empatica,0.066609
11,01,1469477650.250000,empatica,0.064047
11,01,1469477650.500000,empatica,0.066609
11,01,1469477650.750000,empatica,0.064047
11,01,1469477651.000000,empatica,0.065328
11,01,1469477651.250000,empatica,0.065328
11,01,1469477651.500000,empatica,0.064047
11,01,1469477651.750000,empatica,0.067890
11,01,1469477652.000000,empatica,0.064047
11,01,1469477652.250000,empatica,0.067890
11,01,1469477652.500000,empatica,0.067890
11,01,1469477652.750000,empatica,0.065328
11,01,1469477653.000000,empatica,0.066609
11,01,1469477653.250000,empatica,0.067890
11,01,1469477653.500000,empatica,0.065328
11,01,1469477653.750000,empatica,0.066609
11,01,1469477654.000000,empatica,0.066609
11,01,1469477654.250000,empatica,0.065328
11,01,1469477654.500000,empatica,0.066609
11,01,1469477654.750000,empatica,0.065328
11,01,1469477655.000000,empatica,0.067890
11,01,1469477655.250000,empatica,0.066609
11,01,1469477655.500000,empatica,0.066609
11,01,1469477655.750000,empatica,0.066609
11,01,1469477656.000000,empatica,0.066609
11,01,1469477656.250000,empatica,0.067890
11,01,1469477656.500000,empatica,0.066609
11,01,1469477656.750000,empatica,0.067890
11,01,1469477657.000000,empatica,0.067890
11,01,1469477657.250000,empatica,0.066609
11,01,1469477657.500000,empatica,0.067890
11,01,1469477657.750000,empatica,0.065328
11,01,1469477658.000000,empatica,0.066609
11,01,1469477658.250000,empatica,0.066609
11,01,1469477658.500000,empatica,0.066609
11,01,1469477658.750000,empatica,0.066609
11,01,1469477659.000000,empatica,0.067890
11,01,1469477659.250000,empatica,0.067890
11,01,1469477659.500000,empatica,0.067890
11,01,1469477659.750000,empatica,0.067890
11,01,1469477660.000000,empatica,0.066609
11,01,1469477660.250000,empatica,0.067890
11,01,1469477660.500000,empatica,0.065328
11,01,1469477660.750000,empatica,0.066609
11,01,1469477661.000000,empatica,0.066609
11,01,1469477661.250000,empatica,0.065328
11,01,1469477661.500000,empatica,0.066609
11,01,1469477661.750000,empatica,0.067890
11,01,1469477662.000000,empatica,0.066609
11,01,1469477662.250000,empatica,0.067890
11,01,1469477662.500000,empatica,0.067890
11,01,1469477662.750000,empatica,0.065328
11,01,1469477663.000000,empatica,0.066609
11,01,1469477663.250000,empatica,0.065328
11,01,1469477663.500000,empatica,0.066609
11,01,1469477663.750000,empatica,0.066609
11,01,1469477664.000000,empatica,0.066609
11,01,1469477664.250000,empatica,0.066609
11,01,1469477664.500000,empatica,0.067890
