participant-id,session-id,timestamp,source,eda
19,04,1468697380.000000,empatica,0.000000
19,04,1468697380.250000,empatica,0.340731
19,04,1468697380.500000,empatica,0.457297
19,04,1468697380.750000,empatica,0.473950
19,04,1468697381.000000,empatica,0.481635
19,04,1468697381.250000,empatica,0.485478
19,04,1468697381.500000,empatica,0.488040
19,04,1468697381.750000,empatica,0.490602
19,04,1468697382.000000,empatica,0.491883
19,04,1468697382.250000,empatica,0.491883
19,04,1468697382.500000,empatica,0.493164
19,04,1468697382.750000,empatica,0.499569
19,04,1468697383.000000,empatica,0.500850
19,04,1468697383.250000,empatica,0.499569
19,04,1468697383.500000,empatica,0.502131
19,04,1468697383.750000,empatica,0.504692
19,04,1468697384.000000,empatica,0.505973
19,04,1468697384.250000,empatica,0.534154
19,04,1468697384.500000,empatica,0.504692
19,04,1468697384.750000,empatica,0.494445
19,04,1468697385.000000,empatica,0.499569
19,04,1468697385.250000,empatica,0.505973
19,04,1468697385.500000,empatica,0.509816
19,04,1468697385.750000,empatica,0.513659
19,04,1468697386.000000,empatica,0.517502
19,04,1468697386.250000,empatica,0.517502
19,04,1468697386.500000,empatica,0.518783
19,04,1468697386.750000,empatica,0.517502
19,04,1468697387.000000,empatica,0.516221
19,04,1468697387.250000,empatica,0.517502
19,04,1468697387.500000,empatica,0.517502
19,04,1468697387.750000,empatica,0.516221
19,04,1468697388.000000,empatica,0.517502
19,04,1468697388.250000,empatica,0.516221
19,04,1468697388.500000,empatica,0.516221
19,04,1468697388.750000,empatica,0.517502
19,04,1468697389.000000,empatica,0.516221
19,04,1468697389.250000,empatica,0.517502
19,04,1468697389.500000,empatica,0.517502
19,04,1468697389.750000,empatica,0.516221
19,04,1468697390.000000,empatica,0.516221
19,04,1468697390.250000,empatica,0.517502
19,04,1468697390.500000,empatica,0.516221
19,04,1468697390.750000,empatica,0.516221
19,04,1468697391.000000,empatica,0.516221
19,04,1468697391.250000,empatica,0.516221
19,04,1468697391.500000,empatica,0.514940
19,04,1468697391.750000,empatica,0.514940
19,04,1468697392.000000,empatica,0.516221
19,04,1468697392.250000,empatica,0.516221
19,04,1468697392.500000,empatica,0.514940
19,04,1468697392.750000,empatica,0.514940
19,04,1468697393.000000,empatica,0.514940
19,04,1468697393.250000,empatica,0.514940
19,04,1468697393.500000,empatica,0.514940
19,04,1468697393.750000,empatica,0.513659
19,04,1468697394.000000,empatica,0.514940
19,04,1468697394.250000,empatica,0.513659
19,04,1468697394.500000,empatica,0.513659
19,04,1468697394.750000,empatica,0.516221
19,04,1468697395.000000,empatica,0.516221
19,04,1468697395.250000,empatica,0.517502
19,04,1468697395.500000,empatica,0.518783
19,04,1468697395.750000,empatica,0.512378
19,04,1468697396.000000,empatica,0.511097
19,04,1468697396.250000,empatica,0.512378
19,04,1468697396.500000,empatica,0.511097
19,04,1468697396.750000,empatica,0.511097
19,04,1468697397.000000,empatica,0.508535
19,04,1468697397.250000,empatica,0.511097
19,04,1468697397.500000,empatica,0.513659
19,04,1468697397.750000,empatica,0.513659
19,04,1468697398.000000,empatica,0.511097
19,04,1468697398.250000,empatica,0.512378
19,04,1468697398.500000,empatica,0.513659
19,04,1468697398.750000,empatica,0.511097
19,04,1468697399.000000,empatica,0.509816
19,04,1468697399.250000,empatica,0.508535
19,04,1468697399.500000,empatica,0.508535
19,04,1468697399.750000,empatica,0.508535
19,04,1468697400.000000,empatica,0.508535
19,04,1468697400.250000,empatica,0.507254
19,04,1468697400.500000,empatica,0.507254
19,04,1468697400.750000,empatica,0.507254
19,04,1468697401.000000,empatica,0.504692
19,04,1468697401.250000,empatica,0.505973
19,04,1468697401.500000,empatica,0.505973
19,04,1468697401.750000,empatica,0.504692
19,04,1468697402.000000,empatica,0.505973
19,04,1468697402.250000,empatica,0.505973
19,04,1468697402.500000,empatica,0.505973
19,04,1468697402.750000,empatica,0.504692
19,04,1468697403.000000,empatica,0.504692
19,04,1468697403.250000,empatica,0.504692
19,04,1468697403.500000,empatica,0.504692
19,04,1468697403.750000,empatica,0.504692
19,04,1468697404.000000,empatica,0.503411
19,04,1468697404.250000,empatica,0.503411
19,04,1468697404.500000,empatica,0.504692
19,04,1468697404.750000,empatica,0.504692
19,04,1468697405.000000,empatica,0.503411
19,04,1468697405.250000,empatica,0.504692
19,04,1468697405.500000,empatica,0.504692
19,04,1468697405.750000,empatica,0.505973
19,04,1468697406.000000,empatica,0.504692
19,04,1468697406.250000,empatica,0.505973
19,04,1468697406.500000,empatica,0.505973
19,04,1468697406.750000,empatica,0.505973
19,04,1468697407.000000,empatica,0.505973
19,04,1468697407.250000,empatica,0.504692
19,04,1468697407.500000,empatica,0.505973
19,04,1468697407.750000,empatica,0.504692
19,04,1468697408.000000,empatica,0.505973
19,04,1468697408.250000,empatica,0.505973
19,04,1468697408.500000,empatica,0.505973
19,04,1468697408.750000,empatica,0.505973
19,04,1468697409.000000,empatica,0.505973
19,04,1468697409.250000,empatica,0.504692
19,04,1468697409.500000,empatica,0.505973
19,04,1468697409.750000,empatica,0.502131
19,04,1468697410.000000,empatica,0.500850
19,04,1468697410.250000,empatica,0.502131
19,04,1468697410.500000,empatica,0.500850
19,04,1468697410.750000,empatica,0.500850
19,04,1468697411.000000,empatica,0.500850
19,04,1468697411.250000,empatica,0.500850
19,04,1468697411.500000,empatica,0.502131
19,04,1468697411.750000,empatica,0.499569
19,04,1468697412.000000,empatica,0.499569
19,04,1468697412.250000,empatica,0.499569
19,04,1468697412.500000,empatica,0.498288
19,04,1468697412.750000,empatica,0.498288
19,04,1468697413.000000,empatica,0.498288
19,04,1468697413.250000,empatica,0.497007
19,04,1468697413.500000,empatica,0.498288
19,04,1468697413.750000,empatica,0.497007
19,04,1468697414.000000,empatica,0.498288
19,04,1468697414.250000,empatica,0.498288
19,04,1468697414.500000,empatica,0.499569
19,04,1468697414.750000,empatica,0.499569
19,04,1468697415.000000,empatica,0.499569
19,04,1468697415.250000,empatica,0.499569
19,04,1468697415.500000,empatica,0.498288
19,04,1468697415.750000,empatica,0.499569
19,04,1468697416.000000,empatica,0.495726
19,04,1468697416.250000,empatica,0.497007
19,04,1468697416.500000,empatica,0.497007
19,04,1468697416.750000,empatica,0.495726
19,04,1468697417.000000,empatica,0.495726
19,04,1468697417.250000,empatica,0.495726
19,04,1468697417.500000,empatica,0.494445
19,04,1468697417.750000,empatica,0.494445
19,04,1468697418.000000,empatica,0.494445
19,04,1468697418.250000,empatica,0.493164
19,04,1468697418.500000,empatica,0.494445
19,04,1468697418.750000,empatica,0.494445
19,04,1468697419.000000,empatica,0.493164
19,04,1468697419.250000,empatica,0.493164
19,04,1468697419.500000,empatica,0.491883
19,04,1468697419.750000,empatica,0.491883
19,04,1468697420.000000,empatica,0.491883
19,04,1468697420.250000,empatica,0.491883
19,04,1468697420.500000,empatica,0.491883
19,04,1468697420.750000,empatica,0.491883
19,04,1468697421.000000,empatica,0.491883
19,04,1468697421.250000,empatica,0.490602
19,04,1468697421.500000,empatica,0.490602
19,04,1468697421.750000,empatica,0.489321
19,04,1468697422.000000,empatica,0.490602
19,04,1468697422.250000,empatica,0.490602
19,04,1468697422.500000,empatica,0.490602
19,04,1468697422.750000,empatica,0.490602
19,04,1468697423.000000,empatica,0.490602
19,04,1468697423.250000,empatica,0.489321
19,04,1468697423.500000,empatica,0.489321
19,04,1468697423.750000,empatica,0.489321
19,04,1468697424.000000,empatica,0.488040
19,04,1468697424.250000,empatica,0.489321
19,04,1468697424.500000,empatica,0.489321
19,04,1468697424.750000,empatica,0.488040
19,04,1468697425.000000,empatica,0.488040
19,04,1468697425.250000,empatica,0.488040
19,04,1468697425.500000,empatica,0.488040
19,04,1468697425.750000,empatica,0.488040
19,04,1468697426.000000,empatica,0.488040
19,04,1468697426.250000,empatica,0.488040
19,04,1468697426.500000,empatica,0.488040
19,04,1468697426.750000,empatica,0.486759
19,04,1468697427.000000,empatica,0.486759
19,04,1468697427.250000,empatica,0.485478
19,04,1468697427.500000,empatica,0.486759
19,04,1468697427.750000,empatica,0.482916
19,04,1468697428.000000,empatica,0.481635
19,04,1468697428.250000,empatica,0.480354
19,04,1468697428.500000,empatica,0.488040
19,04,1468697428.750000,empatica,0.495726
19,04,1468697429.000000,empatica,0.498288
19,04,1468697429.250000,empatica,0.500850
19,04,1468697429.500000,empatica,0.500850
19,04,1468697429.750000,empatica,0.504692
19,04,1468697430.000000,empatica,0.507254
19,04,1468697430.250000,empatica,0.505973
19,04,1468697430.500000,empatica,0.505973
19,04,1468697430.750000,empatica,0.502131
19,04,1468697431.000000,empatica,0.500850
19,04,1468697431.250000,empatica,0.500850
19,04,1468697431.500000,empatica,0.499569
19,04,1468697431.750000,empatica,0.500850
19,04,1468697432.000000,empatica,0.500850
19,04,1468697432.250000,empatica,0.499569
19,04,1468697432.500000,empatica,0.500850
19,04,1468697432.750000,empatica,0.499569
19,04,1468697433.000000,empatica,0.499569
19,04,1468697433.250000,empatica,0.499569
19,04,1468697433.500000,empatica,0.499569
19,04,1468697433.750000,empatica,0.499569
19,04,1468697434.000000,empatica,0.499569
19,04,1468697434.250000,empatica,0.499569
19,04,1468697434.500000,empatica,0.499569
19,04,1468697434.750000,empatica,0.499569
19,04,1468697435.000000,empatica,0.498288
19,04,1468697435.250000,empatica,0.499569
19,04,1468697435.500000,empatica,0.497007
19,04,1468697435.750000,empatica,0.498288
19,04,1468697436.000000,empatica,0.498288
19,04,1468697436.250000,empatica,0.498288
19,04,1468697436.500000,empatica,0.497007
19,04,1468697436.750000,empatica,0.498288
19,04,1468697437.000000,empatica,0.497007
19,04,1468697437.250000,empatica,0.497007
19,04,1468697437.500000,empatica,0.497007
19,04,1468697437.750000,empatica,0.497007
19,04,1468697438.000000,empatica,0.497007
19,04,1468697438.250000,empatica,0.497007
19,04,1468697438.500000,empatica,0.495726
19,04,1468697438.750000,empatica,0.497007
19,04,1468697439.000000,empatica,0.497007
19,04,1468697439.250000,empatica,0.495726
19,04,1468697439.500000,empatica,0.495726
19,04,1468697439.750000,empatica,0.495726
19,04,1468697440.000000,empatica,0.495726
19,04,1468697440.250000,empatica,0.494445
19,04,1468697440.500000,empatica,0.495726
19,04,1468697440.750000,empatica,0.494445
19,04,1468697441.000000,empatica,0.495726
19,04,1468697441.250000,empatica,0.494445
19,04,1468697441.500000,empatica,0.494445
19,04,1468697441.750000,empatica,0.494445
19,04,1468697442.000000,empatica,0.494445
19,04,1468697442.250000,empatica,0.493164
19,04,1468697442.500000,empatica,0.493164
19,04,1468697442.750000,empatica,0.494445
19,04,1468697443.000000,empatica,0.493164
19,04,1468697443.250000,empatica,0.493164
19,04,1468697443.500000,empatica,0.493164
19,04,1468697443.750000,empatica,0.494445
19,04,1468697444.000000,empatica,0.493164
19,04,1468697444.250000,empatica,0.491883
19,04,1468697444.500000,empatica,0.491883
19,04,1468697444.750000,empatica,0.491883
19,04,1468697445.000000,empatica,0.491883
19,04,1468697445.250000,empatica,0.491883
19,04,1468697445.500000,empatica,0.491883
19,04,1468697445.750000,empatica,0.491883
19,04,1468697446.000000,empatica,0.491883
19,04,1468697446.250000,empatica,0.490602
19,04,1468697446.500000,empatica,0.490602
19,04,1468697446.750000,empatica,0.490602
19,04,1468697447.000000,empatica,0.490602
19,04,1468697447.250000,empatica,0.489321
19,04,1468697447.500000,empatica,0.490602
19,04,1468697447.750000,empatica,0.489321
19,04,1468697448.000000,empatica,0.489321
19,04,1468697448.250000,empatica,0.489321
19,04,1468697448.500000,empatica,0.489321
19,04,1468697448.750000,empatica,0.489321
19,04,1468697449.000000,empatica,0.488040
19,04,1468697449.250000,empatica,0.489321
19,04,1468697449.500000,empatica,0.489321
19,04,1468697449.750000,empatica,0.488040
19,04,1468697450.000000,empatica,0.488040
19,04,1468697450.250000,empatica,0.488040
19,04,1468697450.500000,empatica,0.486759
19,04,1468697450.750000,empatica,0.488040
19,04,1468697451.000000,empatica,0.488040
19,04,1468697451.250000,empatica,0.486759
19,04,1468697451.500000,empatica,0.488040
19,04,1468697451.750000,empatica,0.486759
19,04,1468697452.000000,empatica,0.486759
19,04,1468697452.250000,empatica,0.486759
19,04,1468697452.500000,empatica,0.486759
19,04,1468697452.750000,empatica,0.486759
19,04,1468697453.000000,empatica,0.486759
19,04,1468697453.250000,empatica,0.486759
