source,participant-id,timestamp,step-total
fitbit,1503960366,1458921600.0,427
fitbit,1503960366,1458925200.0,435
fitbit,1503960366,1458928800.0,238
fitbit,1503960366,1458932400.0,135
fitbit,1503960366,1458936000.0,2590
fitbit,1503960366,1458939600.0,2390
fitbit,1503960366,1458943200.0,151
fitbit,1503960366,1458946800.0,89
fitbit,1503960366,1458950400.0,16
fitbit,1503960366,1458954000.0,179
fitbit,1503960366,1458957600.0,0
fitbit,1503960366,1458961200.0,19
fitbit,1503960366,1458964800.0,0
fitbit,1503960366,1458968400.0,0
fitbit,1503960366,1458972000.0,0
fitbit,1503960366,1458975600.0,0
fitbit,1503960366,1458979200.0,0
fitbit,1503960366,1458982800.0,69
fitbit,1503960366,1458986400.0,394
fitbit,1503960366,1458990000.0,145
fitbit,1503960366,1458993600.0,152
fitbit,1503960366,1458997200.0,393
fitbit,1503960366,1459000800.0,759
fitbit,1503960366,1459004400.0,828
fitbit,1503960366,1459008000.0,5564
fitbit,1503960366,1459011600.0,3053
fitbit,1503960366,1459015200.0,3785
fitbit,1503960366,1459018800.0,323
fitbit,1503960366,1459022400.0,207
fitbit,1503960366,1459026000.0,252
fitbit,1503960366,1459029600.0,785
fitbit,1503960366,1459033200.0,686
fitbit,1503960366,1459036800.0,57
fitbit,1503960366,1459040400.0,121
fitbit,1503960366,1459044000.0,0
fitbit,1503960366,1459047600.0,0
fitbit,1503960366,1459051200.0,0
fitbit,1503960366,1459054800.0,0
fitbit,1503960366,1459058400.0,9
fitbit,1503960366,1459062000.0,8
fitbit,1503960366,1459065600.0,0
fitbit,1503960366,1459069200.0,393
fitbit,1503960366,1459072800.0,5033
fitbit,1503960366,1459076400.0,321
fitbit,1503960366,1459080000.0,100
fitbit,1503960366,1459083600.0,684
fitbit,1503960366,1459087200.0,652
fitbit,1503960366,1459090800.0,255
fitbit,1503960366,1459094400.0,99
fitbit,1503960366,1459098000.0,214
fitbit,1503960366,1459101600.0,540
fitbit,1503960366,1459105200.0,2887
fitbit,1503960366,1459108800.0,372
fitbit,1503960366,1459112400.0,461
fitbit,1503960366,1459116000.0,367
fitbit,1503960366,1459119600.0,163
fitbit,1503960366,1459123200.0,152
fitbit,1503960366,1459126800.0,16
fitbit,1503960366,1459130400.0,0
fitbit,1503960366,1459134000.0,0
fitbit,1503960366,1459137600.0,0
fitbit,1503960366,1459141200.0,0
fitbit,1503960366,1459144800.0,0
fitbit,1503960366,1459148400.0,0
fitbit,1503960366,1459152000.0,91
fitbit,1503960366,1459155600.0,1801
fitbit,1503960366,1459159200.0,209
fitbit,1503960366,1459162800.0,242
fitbit,1503960366,1459166400.0,198
fitbit,1503960366,1459170000.0,3422
fitbit,1503960366,1459173600.0,1116
fitbit,1503960366,1459177200.0,281
fitbit,1503960366,1459180800.0,228
fitbit,1503960366,1459184400.0,135
fitbit,1503960366,1459188000.0,252
fitbit,1503960366,1459191600.0,3298
fitbit,1503960366,1459195200.0,872
fitbit,1503960366,1459198800.0,81
fitbit,1503960366,1459202400.0,196
fitbit,1503960366,1459206000.0,641
fitbit,1503960366,1459209600.0,0
fitbit,1503960366,1459213200.0,242
fitbit,1503960366,1459216800.0,15
fitbit,1503960366,1459220400.0,0
fitbit,1503960366,1459224000.0,0
fitbit,1503960366,1459227600.0,6
fitbit,1503960366,1459231200.0,21
fitbit,1503960366,1459234800.0,53
fitbit,1503960366,1459238400.0,185
fitbit,1503960366,1459242000.0,1580
fitbit,1503960366,1459245600.0,446
fitbit,1503960366,1459249200.0,869
fitbit,1503960366,1459252800.0,147
fitbit,1503960366,1459256400.0,1158
fitbit,1503960366,1459260000.0,243
fitbit,1503960366,1459263600.0,413
fitbit,1503960366,1459267200.0,348
fitbit,1503960366,1459270800.0,288
fitbit,1503960366,1459274400.0,535
fitbit,1503960366,1459278000.0,198
fitbit,1503960366,1459281600.0,3559
fitbit,1503960366,1459285200.0,1034
fitbit,1503960366,1459288800.0,0
fitbit,1503960366,1459292400.0,701
fitbit,1503960366,1459296000.0,0
fitbit,1503960366,1459299600.0,0
fitbit,1503960366,1459303200.0,0
fitbit,1503960366,1459306800.0,0
fitbit,1503960366,1459310400.0,0
fitbit,1503960366,1459314000.0,0
fitbit,1503960366,1459317600.0,0
fitbit,1503960366,1459321200.0,0
fitbit,1503960366,1459324800.0,15
fitbit,1503960366,1459328400.0,1379
fitbit,1503960366,1459332000.0,233
fitbit,1503960366,1459335600.0,475
fitbit,1503960366,1459339200.0,1979
fitbit,1503960366,1459342800.0,26
fitbit,1503960366,1459346400.0,443
fitbit,1503960366,1459350000.0,209
fitbit,1503960366,1459353600.0,67
fitbit,1503960366,1459357200.0,35
fitbit,1503960366,1459360800.0,2696
fitbit,1503960366,1459364400.0,1299
fitbit,1503960366,1459368000.0,996
fitbit,1503960366,1459371600.0,570
fitbit,1503960366,1459375200.0,38
fitbit,1503960366,1459378800.0,510
fitbit,1503960366,1459382400.0,154
fitbit,1503960366,1459386000.0,0
fitbit,1503960366,1459389600.0,129
fitbit,1503960366,1459393200.0,0
fitbit,1503960366,1459396800.0,0
fitbit,1503960366,1459400400.0,0
fitbit,1503960366,1459404000.0,0
fitbit,1503960366,1459407600.0,34
fitbit,1503960366,1459411200.0,164
fitbit,1503960366,1459414800.0,1539
fitbit,1503960366,1459418400.0,314
fitbit,1503960366,1459422000.0,119
fitbit,1503960366,1459425600.0,358
fitbit,1503960366,1459429200.0,460
fitbit,1503960366,1459432800.0,796
fitbit,1503960366,1459436400.0,988
fitbit,1503960366,1459440000.0,135
fitbit,1503960366,1459443600.0,145
fitbit,1503960366,1459447200.0,198
fitbit,1503960366,1459450800.0,231
fitbit,1503960366,1459454400.0,1497
fitbit,1503960366,1459458000.0,1011
fitbit,1503960366,1459461600.0,307
fitbit,1503960366,1459465200.0,3617
fitbit,1503960366,1459468800.0,82
fitbit,1503960366,1459472400.0,7
fitbit,1503960366,1459476000.0,41
fitbit,1503960366,1459479600.0,106
fitbit,1503960366,1459483200.0,0
fitbit,1503960366,1459486800.0,0
fitbit,1503960366,1459490400.0,0
fitbit,1503960366,1459494000.0,43
fitbit,1503960366,1459497600.0,251
fitbit,1503960366,1459501200.0,194
fitbit,1503960366,1459504800.0,104
fitbit,1503960366,1459508400.0,30
fitbit,1503960366,1459512000.0,33
fitbit,1503960366,1459515600.0,33
fitbit,1503960366,1459519200.0,176
fitbit,1503960366,1459522800.0,152
fitbit,1503960366,1459526400.0,343
fitbit,1503960366,1459530000.0,20
fitbit,1503960366,1459533600.0,109
fitbit,1503960366,1459537200.0,17
fitbit,1503960366,1459540800.0,2534
fitbit,1503960366,1459544400.0,2861
fitbit,1503960366,1459548000.0,3804
fitbit,1503960366,1459551600.0,1268
fitbit,1503960366,1459555200.0,388
fitbit,1503960366,1459558800.0,0
fitbit,1503960366,1459562400.0,0
fitbit,1503960366,1459566000.0,168
fitbit,1503960366,1459569600.0,0
fitbit,1503960366,1459573200.0,8
fitbit,1503960366,1459576800.0,0
fitbit,1503960366,1459580400.0,66
fitbit,1503960366,1459584000.0,26
fitbit,1503960366,1459587600.0,95
fitbit,1503960366,1459591200.0,53
fitbit,1503960366,1459594800.0,311
fitbit,1503960366,1459598400.0,23
fitbit,1503960366,1459602000.0,486
fitbit,1503960366,1459605600.0,92
fitbit,1503960366,1459609200.0,274
fitbit,1503960366,1459612800.0,675
fitbit,1503960366,1459616400.0,247
fitbit,1503960366,1459620000.0,111
fitbit,1503960366,1459623600.0,3545
fitbit,1503960366,1459627200.0,1840
fitbit,1503960366,1459630800.0,525
fitbit,1503960366,1459634400.0,773
fitbit,1503960366,1459638000.0,1542
fitbit,1503960366,1459641600.0,256
fitbit,1503960366,1459645200.0,11
fitbit,1503960366,1459648800.0,91
fitbit,1503960366,1459652400.0,41
fitbit,1503960366,1459656000.0,7
fitbit,1503960366,1459659600.0,4
fitbit,1503960366,1459663200.0,0
fitbit,1503960366,1459666800.0,0
fitbit,1503960366,1459670400.0,0
fitbit,1503960366,1459674000.0,80
fitbit,1503960366,1459677600.0,1746
fitbit,1503960366,1459681200.0,462
fitbit,1503960366,1459684800.0,572
fitbit,1503960366,1459688400.0,698
fitbit,1503960366,1459692000.0,25
fitbit,1503960366,1459695600.0,559
fitbit,1503960366,1459699200.0,112
fitbit,1503960366,1459702800.0,288
fitbit,1503960366,1459706400.0,215
fitbit,1503960366,1459710000.0,325
fitbit,1503960366,1459713600.0,376
fitbit,1503960366,1459717200.0,308
fitbit,1503960366,1459720800.0,203
fitbit,1503960366,1459724400.0,3637
fitbit,1503960366,1459728000.0,121
fitbit,1503960366,1459731600.0,53
fitbit,1503960366,1459735200.0,63
fitbit,1503960366,1459738800.0,9
fitbit,1503960366,1459742400.0,0
fitbit,1503960366,1459746000.0,31
fitbit,1503960366,1459749600.0,0
fitbit,1503960366,1459753200.0,37
fitbit,1503960366,1459756800.0,407
fitbit,1503960366,1459760400.0,1999
fitbit,1503960366,1459764000.0,336
fitbit,1503960366,1459767600.0,348
fitbit,1503960366,1459771200.0,2113
fitbit,1503960366,1459774800.0,262
fitbit,1503960366,1459778400.0,516
fitbit,1503960366,1459782000.0,112
fitbit,1503960366,1459785600.0,206
fitbit,1503960366,1459789200.0,758
fitbit,1503960366,1459792800.0,1444
fitbit,1503960366,1459796400.0,2628
fitbit,1503960366,1459800000.0,1429
fitbit,1503960366,1459803600.0,417
fitbit,1503960366,1459807200.0,221
fitbit,1503960366,1459810800.0,1028
fitbit,1503960366,1459814400.0,236
fitbit,1503960366,1459818000.0,45
fitbit,1503960366,1459821600.0,407
fitbit,1503960366,1459825200.0,49
fitbit,1503960366,1459828800.0,0
fitbit,1503960366,1459832400.0,0
fitbit,1503960366,1459836000.0,6
fitbit,1503960366,1459839600.0,19
fitbit,1503960366,1459843200.0,181
fitbit,1503960366,1459846800.0,1769
fitbit,1503960366,1459850400.0,302
fitbit,1503960366,1459854000.0,282
fitbit,1503960366,1459857600.0,272
fitbit,1503960366,1459861200.0,2532
fitbit,1503960366,1459864800.0,1610
fitbit,1503960366,1459868400.0,741
fitbit,1503960366,1459872000.0,565
fitbit,1503960366,1459875600.0,447
fitbit,1503960366,1459879200.0,1646
fitbit,1503960366,1459882800.0,272
fitbit,1503960366,1459886400.0,2351
fitbit,1503960366,1459890000.0,326
fitbit,1503960366,1459893600.0,148
fitbit,1503960366,1459897200.0,638
fitbit,1503960366,1459900800.0,84
fitbit,1503960366,1459904400.0,36
fitbit,1503960366,1459908000.0,44
fitbit,1503960366,1459911600.0,0
fitbit,1503960366,1459915200.0,0
fitbit,1503960366,1459918800.0,0
fitbit,1503960366,1459922400.0,0
fitbit,1503960366,1459926000.0,0
fitbit,1503960366,1459929600.0,767
fitbit,1503960366,1459933200.0,1426
fitbit,1503960366,1459936800.0,399
fitbit,1503960366,1459940400.0,96
fitbit,1503960366,1459944000.0,161
fitbit,1503960366,1459947600.0,2729
fitbit,1503960366,1459951200.0,71
fitbit,1503960366,1459954800.0,145
fitbit,1503960366,1459958400.0,116
fitbit,1503960366,1459962000.0,112
fitbit,1503960366,1459965600.0,1027
fitbit,1503960366,1459969200.0,1927
fitbit,1503960366,1459972800.0,1124
fitbit,1503960366,1459976400.0,1320
fitbit,1503960366,1459980000.0,295
fitbit,1503960366,1459983600.0,95
fitbit,1503960366,1459987200.0,7
fitbit,1503960366,1459990800.0,0
fitbit,1503960366,1459994400.0,0
fitbit,1503960366,1459998000.0,0
fitbit,1503960366,1460001600.0,0
fitbit,1503960366,1460005200.0,0
fitbit,1503960366,1460008800.0,0
fitbit,1503960366,1460012400.0,0
fitbit,1503960366,1460016000.0,0
fitbit,1503960366,1460019600.0,1610
fitbit,1503960366,1460023200.0,723
fitbit,1503960366,1460026800.0,22
fitbit,1503960366,1460030400.0,1039
fitbit,1503960366,1460034000.0,136
fitbit,1503960366,1460037600.0,1574
fitbit,1503960366,1460041200.0,464
fitbit,1503960366,1460044800.0,770
fitbit,1503960366,1460048400.0,357
fitbit,1503960366,1460052000.0,347
fitbit,1503960366,1460055600.0,1627
fitbit,1503960366,1460059200.0,162
fitbit,1503960366,1460062800.0,25
fitbit,1503960366,1460066400.0,104
fitbit,1503960366,1460070000.0,1231
fitbit,1503960366,1460073600.0,320
fitbit,1503960366,1460077200.0,49
fitbit,1503960366,1460080800.0,0
fitbit,1503960366,1460084400.0,0
fitbit,1503960366,1460088000.0,0
fitbit,1503960366,1460091600.0,0
fitbit,1503960366,1460095200.0,0
fitbit,1503960366,1460098800.0,0
fitbit,1503960366,1460102400.0,0
fitbit,1503960366,1460106000.0,969
fitbit,1503960366,1460109600.0,1064
fitbit,1503960366,1460113200.0,189
fitbit,1503960366,1460116800.0,93
fitbit,1503960366,1460120400.0,173
fitbit,1503960366,1460124000.0,3159
fitbit,1503960366,1460127600.0,163
fitbit,1503960366,1460131200.0,174
fitbit,1503960366,1460134800.0,1353
fitbit,1503960366,1460138400.0,223
fitbit,1503960366,1460142000.0,2463
fitbit,1503960366,1460145600.0,1408
fitbit,1503960366,1460149200.0,465
fitbit,1503960366,1460152800.0,107
fitbit,1503960366,1460156400.0,149
fitbit,1503960366,1460160000.0,59
fitbit,1503960366,1460163600.0,45
fitbit,1503960366,1460167200.0,222
fitbit,1503960366,1460170800.0,6
fitbit,1503960366,1460174400.0,0
fitbit,1503960366,1460178000.0,0
fitbit,1503960366,1460181600.0,9
fitbit,1503960366,1460185200.0,9
fitbit,1503960366,1460188800.0,50
fitbit,1503960366,1460192400.0,49
fitbit,1503960366,1460196000.0,615
fitbit,1503960366,1460199600.0,102
fitbit,1503960366,1460203200.0,1854
fitbit,1503960366,1460206800.0,2109
fitbit,1503960366,1460210400.0,26
fitbit,1503960366,1460214000.0,1257
fitbit,1503960366,1460217600.0,11
fitbit,1503960366,1460221200.0,2742
fitbit,1503960366,1460224800.0,1692
fitbit,1503960366,1460228400.0,65
fitbit,1503960366,1460232000.0,193
fitbit,1503960366,1460235600.0,394
fitbit,1503960366,1460239200.0,914
fitbit,1503960366,1460242800.0,9
fitbit,1503960366,1460246400.0,322
fitbit,1503960366,1460250000.0,0
fitbit,1503960366,1460253600.0,0
fitbit,1503960366,1460257200.0,142
fitbit,1503960366,1460260800.0,0
fitbit,1503960366,1460264400.0,0
fitbit,1503960366,1460268000.0,0
fitbit,1503960366,1460271600.0,18
fitbit,1503960366,1460275200.0,0
fitbit,1503960366,1460278800.0,0
fitbit,1503960366,1460282400.0,0
fitbit,1503960366,1460286000.0,41
fitbit,1503960366,1460289600.0,1093
fitbit,1503960366,1460293200.0,3328
fitbit,1503960366,1460296800.0,1734
fitbit,1503960366,1460300400.0,224
fitbit,1503960366,1460304000.0,32
fitbit,1503960366,1460307600.0,17
fitbit,1503960366,1460311200.0,8
fitbit,1503960366,1460314800.0,117
fitbit,1503960366,1460318400.0,613
fitbit,1503960366,1460322000.0,55
fitbit,1503960366,1460325600.0,23
fitbit,1503960366,1460329200.0,2290
fitbit,1503960366,1460332800.0,0
fitbit,1503960366,1460336400.0,0
fitbit,1503960366,1460340000.0,91
fitbit,1503960366,1460343600.0,0
fitbit,1503960366,1460347200.0,0
fitbit,1503960366,1460350800.0,0
fitbit,1503960366,1460354400.0,0
fitbit,1503960366,1460358000.0,19
