participant-id,session-id,timestamp,source,acc-x-axis,acc-y-axis,acc-z-axis
12,02,1468423290.375000,empatica,62,16,8
12,02,1468423290.406250,empatica,60,17,7
12,02,1468423290.437500,empatica,59,18,7
12,02,1468423290.468750,empatica,58,18,7
12,02,1468423290.500000,empatica,61,17,8
12,02,1468423290.531250,empatica,60,18,8
12,02,1468423290.562500,empatica,61,17,8
12,02,1468423290.593750,empatica,62,17,9
12,02,1468423290.625000,empatica,62,17,9
12,02,1468423290.656250,empatica,60,18,6
12,02,1468423290.687500,empatica,60,18,6
12,02,1468423290.718750,empatica,61,17,8
12,02,1468423290.750000,empatica,61,17,8
12,02,1468423290.781250,empatica,61,17,8
12,02,1468423290.812500,empatica,61,17,6
12,02,1468423290.843750,empatica,59,18,7
12,02,1468423290.875000,empatica,63,17,7
12,02,1468423290.906250,empatica,63,17,6
12,02,1468423290.937500,empatica,59,18,2
12,02,1468423290.968750,empatica,59,19,2
12,02,1468423291.000000,empatica,61,19,3
12,02,1468423291.031250,empatica,62,18,3
12,02,1468423291.062500,empatica,62,19,0
12,02,1468423291.093750,empatica,60,19,-1
12,02,1468423291.125000,empatica,60,19,-1
12,02,1468423291.156250,empatica,63,19,3
12,02,1468423291.187500,empatica,62,18,2
12,02,1468423291.218750,empatica,61,19,1
12,02,1468423291.250000,empatica,61,18,2
12,02,1468423291.281250,empatica,60,19,2
12,02,1468423291.312500,empatica,60,19,1
12,02,1468423291.343750,empatica,60,19,1
12,02,1468423291.375000,empatica,61,19,1
12,02,1468423291.406250,empatica,61,19,2
12,02,1468423291.437500,empatica,62,18,4
12,02,1468423291.468750,empatica,62,19,4
12,02,1468423291.500000,empatica,59,18,2
12,02,1468423291.531250,empatica,61,18,3
12,02,1468423291.562500,empatica,62,19,4
12,02,1468423291.593750,empatica,62,19,4
12,02,1468423291.625000,empatica,60,19,3
12,02,1468423291.656250,empatica,61,19,3
12,02,1468423291.687500,empatica,61,18,4
12,02,1468423291.718750,empatica,61,18,6
12,02,1468423291.750000,empatica,60,19,6
12,02,1468423291.781250,empatica,61,18,4
12,02,1468423291.812500,empatica,62,19,3
12,02,1468423291.843750,empatica,63,19,6
12,02,1468423291.875000,empatica,58,18,9
12,02,1468423291.906250,empatica,59,19,4
12,02,1468423291.937500,empatica,61,21,2
12,02,1468423291.968750,empatica,64,18,11
12,02,1468423292.000000,empatica,60,16,11
12,02,1468423292.031250,empatica,52,18,9
12,02,1468423292.062500,empatica,58,17,15
12,02,1468423292.093750,empatica,62,15,13
12,02,1468423292.125000,empatica,64,18,11
12,02,1468423292.156250,empatica,61,17,9
12,02,1468423292.187500,empatica,61,16,6
12,02,1468423292.218750,empatica,61,17,8
12,02,1468423292.250000,empatica,63,15,12
12,02,1468423292.281250,empatica,62,15,12
12,02,1468423292.312500,empatica,58,16,10
12,02,1468423292.343750,empatica,62,16,10
12,02,1468423292.375000,empatica,62,16,12
12,02,1468423292.406250,empatica,62,15,13
12,02,1468423292.437500,empatica,60,15,13
12,02,1468423292.468750,empatica,59,15,12
12,02,1468423292.500000,empatica,60,15,13
12,02,1468423292.531250,empatica,61,15,13
12,02,1468423292.562500,empatica,61,15,13
12,02,1468423292.593750,empatica,59,15,14
12,02,1468423292.625000,empatica,60,15,12
12,02,1468423292.656250,empatica,60,15,11
12,02,1468423292.687500,empatica,62,15,16
12,02,1468423292.718750,empatica,59,13,15
12,02,1468423292.750000,empatica,60,16,11
12,02,1468423292.781250,empatica,60,18,11
12,02,1468423292.812500,empatica,60,17,12
12,02,1468423292.843750,empatica,61,15,14
12,02,1468423292.875000,empatica,63,16,11
12,02,1468423292.906250,empatica,61,15,11
12,02,1468423292.937500,empatica,58,16,12
12,02,1468423292.968750,empatica,58,19,8
12,02,1468423293.000000,empatica,61,17,10
12,02,1468423293.031250,empatica,63,16,11
12,02,1468423293.062500,empatica,61,17,11
12,02,1468423293.093750,empatica,63,16,11
12,02,1468423293.125000,empatica,62,16,11
12,02,1468423293.156250,empatica,60,16,11
12,02,1468423293.187500,empatica,61,17,8
12,02,1468423293.218750,empatica,63,19,5
12,02,1468423293.250000,empatica,62,16,12
12,02,1468423293.281250,empatica,57,17,8
12,02,1468423293.312500,empatica,58,20,7
12,02,1468423293.343750,empatica,61,20,9
12,02,1468423293.375000,empatica,63,17,9
12,02,1468423293.406250,empatica,60,18,10
12,02,1468423293.437500,empatica,58,20,6
12,02,1468423293.468750,empatica,59,20,8
12,02,1468423293.500000,empatica,60,19,7
12,02,1468423293.531250,empatica,61,20,5
12,02,1468423293.562500,empatica,61,20,6
12,02,1468423293.593750,empatica,59,20,5
12,02,1468423293.625000,empatica,59,20,5
12,02,1468423293.656250,empatica,61,20,6
12,02,1468423293.687500,empatica,61,20,6
12,02,1468423293.718750,empatica,60,19,6
12,02,1468423293.750000,empatica,60,19,5
12,02,1468423293.781250,empatica,61,20,6
12,02,1468423293.812500,empatica,61,20,6
12,02,1468423293.843750,empatica,60,20,5
12,02,1468423293.875000,empatica,59,20,5
12,02,1468423293.906250,empatica,60,20,6
12,02,1468423293.937500,empatica,60,19,6
12,02,1468423293.968750,empatica,60,20,5
12,02,1468423294.000000,empatica,61,19,6
12,02,1468423294.031250,empatica,60,19,6
12,02,1468423294.062500,empatica,59,21,7
12,02,1468423294.093750,empatica,61,19,5
12,02,1468423294.125000,empatica,60,21,5
12,02,1468423294.156250,empatica,60,19,6
12,02,1468423294.187500,empatica,62,19,6
12,02,1468423294.218750,empatica,61,19,5
12,02,1468423294.250000,empatica,60,19,4
12,02,1468423294.281250,empatica,61,20,5
12,02,1468423294.312500,empatica,60,20,2
12,02,1468423294.343750,empatica,62,20,3
12,02,1468423294.375000,empatica,60,21,5
12,02,1468423294.406250,empatica,59,20,8
12,02,1468423294.437500,empatica,59,20,8
12,02,1468423294.468750,empatica,55,20,9
12,02,1468423294.500000,empatica,62,20,13
12,02,1468423294.531250,empatica,62,19,12
12,02,1468423294.562500,empatica,54,19,7
12,02,1468423294.593750,empatica,55,21,11
12,02,1468423294.625000,empatica,63,19,16
12,02,1468423294.656250,empatica,61,18,10
12,02,1468423294.687500,empatica,60,18,11
12,02,1468423294.718750,empatica,57,19,12
12,02,1468423294.750000,empatica,58,20,10
12,02,1468423294.781250,empatica,61,19,7
12,02,1468423294.812500,empatica,61,18,8
12,02,1468423294.843750,empatica,62,18,13
12,02,1468423294.875000,empatica,61,18,12
12,02,1468423294.906250,empatica,59,19,9
12,02,1468423294.937500,empatica,59,19,8
12,02,1468423294.968750,empatica,59,19,10
12,02,1468423295.000000,empatica,58,19,8
12,02,1468423295.031250,empatica,59,19,8
12,02,1468423295.062500,empatica,63,18,11
12,02,1468423295.093750,empatica,62,17,11
12,02,1468423295.125000,empatica,60,17,10
12,02,1468423295.156250,empatica,60,18,9
12,02,1468423295.187500,empatica,60,18,9
12,02,1468423295.218750,empatica,61,18,10
12,02,1468423295.250000,empatica,61,17,10
12,02,1468423295.281250,empatica,59,18,9
12,02,1468423295.312500,empatica,61,18,10
12,02,1468423295.343750,empatica,61,17,10
12,02,1468423295.375000,empatica,60,17,10
12,02,1468423295.406250,empatica,60,18,11
12,02,1468423295.437500,empatica,60,18,11
12,02,1468423295.468750,empatica,60,17,10
12,02,1468423295.500000,empatica,61,17,9
12,02,1468423295.531250,empatica,61,17,10
12,02,1468423295.562500,empatica,61,17,10
12,02,1468423295.593750,empatica,60,16,10
12,02,1468423295.625000,empatica,60,20,11
12,02,1468423295.656250,empatica,60,17,11
12,02,1468423295.687500,empatica,61,15,12
12,02,1468423295.718750,empatica,61,18,11
12,02,1468423295.750000,empatica,59,18,10
12,02,1468423295.781250,empatica,59,17,10
12,02,1468423295.812500,empatica,60,17,10
12,02,1468423295.843750,empatica,62,17,12
12,02,1468423295.875000,empatica,61,18,13
12,02,1468423295.906250,empatica,58,17,15
12,02,1468423295.937500,empatica,59,16,16
12,02,1468423295.968750,empatica,63,17,15
12,02,1468423296.000000,empatica,64,17,17
12,02,1468423296.031250,empatica,65,16,15
12,02,1468423296.062500,empatica,47,21,15
12,02,1468423296.093750,empatica,56,28,13
12,02,1468423296.125000,empatica,90,24,23
12,02,1468423296.156250,empatica,87,31,33
12,02,1468423296.187500,empatica,76,20,39
12,02,1468423296.218750,empatica,64,19,35
12,02,1468423296.250000,empatica,62,23,41
12,02,1468423296.281250,empatica,37,13,29
12,02,1468423296.312500,empatica,23,16,32
12,02,1468423296.343750,empatica,21,10,37
12,02,1468423296.375000,empatica,-20,-5,35
12,02,1468423296.406250,empatica,-17,-9,37
12,02,1468423296.437500,empatica,-27,-17,45
12,02,1468423296.468750,empatica,-23,-19,51
12,02,1468423296.500000,empatica,-30,-19,49
12,02,1468423296.531250,empatica,-36,-22,49
12,02,1468423296.562500,empatica,-36,-20,51
12,02,1468423296.593750,empatica,-36,-19,52
12,02,1468423296.625000,empatica,-38,-19,51
12,02,1468423296.656250,empatica,-39,-18,50
12,02,1468423296.687500,empatica,-39,-18,49
12,02,1468423296.718750,empatica,-38,-19,51
12,02,1468423296.750000,empatica,-38,-19,50
12,02,1468423296.781250,empatica,-38,-18,49
12,02,1468423296.812500,empatica,-39,-18,50
12,02,1468423296.843750,empatica,-39,-18,49
12,02,1468423296.875000,empatica,-40,-17,48
12,02,1468423296.906250,empatica,-40,-17,47
12,02,1468423296.937500,empatica,-41,-17,48
12,02,1468423296.968750,empatica,-40,-16,48
12,02,1468423297.000000,empatica,-41,-17,47
12,02,1468423297.031250,empatica,-40,-17,47
12,02,1468423297.062500,empatica,-41,-17,46
12,02,1468423297.093750,empatica,-41,-17,46
12,02,1468423297.125000,empatica,-40,-17,46
12,02,1468423297.156250,empatica,-42,-17,46
12,02,1468423297.187500,empatica,-41,-16,45
12,02,1468423297.218750,empatica,-40,-16,44
12,02,1468423297.250000,empatica,-41,-15,45
12,02,1468423297.281250,empatica,-39,-15,46
12,02,1468423297.312500,empatica,-40,-15,45
12,02,1468423297.343750,empatica,-40,-14,46
12,02,1468423297.375000,empatica,-37,-14,48
12,02,1468423297.406250,empatica,-39,-14,48
12,02,1468423297.437500,empatica,-40,-14,47
12,02,1468423297.468750,empatica,-38,-14,48
12,02,1468423297.500000,empatica,-38,-14,49
12,02,1468423297.531250,empatica,-40,-14,48
12,02,1468423297.562500,empatica,-37,-16,47
12,02,1468423297.593750,empatica,-33,-16,50
12,02,1468423297.625000,empatica,-36,-14,49
12,02,1468423297.656250,empatica,-24,-12,47
12,02,1468423297.687500,empatica,-24,-12,48
12,02,1468423297.718750,empatica,-27,-10,56
12,02,1468423297.750000,empatica,-25,-13,56
12,02,1468423297.781250,empatica,-24,-9,55
12,02,1468423297.812500,empatica,-18,-10,56
12,02,1468423297.843750,empatica,3,-3,58
12,02,1468423297.875000,empatica,12,8,58
12,02,1468423297.906250,empatica,17,17,63
12,02,1468423297.937500,empatica,14,12,64
12,02,1468423297.968750,empatica,7,13,65
12,02,1468423298.000000,empatica,18,12,63
12,02,1468423298.031250,empatica,28,12,67
12,02,1468423298.062500,empatica,31,9,63
12,02,1468423298.093750,empatica,40,9,63
12,02,1468423298.125000,empatica,51,12,62
12,02,1468423298.156250,empatica,50,16,59
12,02,1468423298.187500,empatica,50,19,48
12,02,1468423298.218750,empatica,38,16,38
12,02,1468423298.250000,empatica,31,20,38
12,02,1468423298.281250,empatica,46,25,37
12,02,1468423298.312500,empatica,47,20,36
12,02,1468423298.343750,empatica,31,23,38
12,02,1468423298.375000,empatica,29,24,35
12,02,1468423298.406250,empatica,30,26,26
12,02,1468423298.437500,empatica,33,28,22
12,02,1468423298.468750,empatica,42,25,28
12,02,1468423298.500000,empatica,39,28,28
12,02,1468423298.531250,empatica,35,34,16
12,02,1468423298.562500,empatica,44,36,24
12,02,1468423298.593750,empatica,55,36,25
12,02,1468423298.625000,empatica,67,36,18
12,02,1468423298.656250,empatica,63,37,14
12,02,1468423298.687500,empatica,47,27,8
12,02,1468423298.718750,empatica,45,23,7
12,02,1468423298.750000,empatica,60,14,8
12,02,1468423298.781250,empatica,61,9,12
12,02,1468423298.812500,empatica,58,7,16
12,02,1468423298.843750,empatica,76,1,17
12,02,1468423298.875000,empatica,73,-2,18
12,02,1468423298.906250,empatica,64,1,19
12,02,1468423298.937500,empatica,63,-1,20
12,02,1468423298.968750,empatica,81,-10,23
12,02,1468423299.000000,empatica,80,-10,23
12,02,1468423299.031250,empatica,65,-5,21
12,02,1468423299.062500,empatica,62,-6,20
12,02,1468423299.093750,empatica,59,-4,20
12,02,1468423299.125000,empatica,53,-2,20
12,02,1468423299.156250,empatica,45,-3,20
12,02,1468423299.187500,empatica,46,-6,25
12,02,1468423299.218750,empatica,66,-9,32
12,02,1468423299.250000,empatica,77,-12,37
12,02,1468423299.281250,empatica,68,-10,40
12,02,1468423299.312500,empatica,47,-21,30
12,02,1468423299.343750,empatica,52,-15,27
12,02,1468423299.375000,empatica,57,-16,35
12,02,1468423299.406250,empatica,47,-26,20
12,02,1468423299.437500,empatica,78,-36,45
12,02,1468423299.468750,empatica,44,-15,36
12,02,1468423299.500000,empatica,59,-15,29
12,02,1468423299.531250,empatica,84,-3,21
12,02,1468423299.562500,empatica,80,-2,-9
12,02,1468423299.593750,empatica,72,1,-9
12,02,1468423299.625000,empatica,47,3,-12
12,02,1468423299.656250,empatica,47,6,-7
12,02,1468423299.687500,empatica,45,13,0
12,02,1468423299.718750,empatica,45,15,-3
12,02,1468423299.750000,empatica,21,23,12
12,02,1468423299.781250,empatica,39,22,16
12,02,1468423299.812500,empatica,61,10,-14
12,02,1468423299.843750,empatica,75,16,-11
12,02,1468423299.875000,empatica,96,16,-16
12,02,1468423299.906250,empatica,82,12,-21
12,02,1468423299.937500,empatica,59,9,32
12,02,1468423299.968750,empatica,78,12,45
12,02,1468423300.000000,empatica,48,20,39
12,02,1468423300.031250,empatica,53,10,27
12,02,1468423300.062500,empatica,49,9,25
12,02,1468423300.093750,empatica,41,15,33
12,02,1468423300.125000,empatica,37,13,32
12,02,1468423300.156250,empatica,27,10,24
12,02,1468423300.187500,empatica,28,16,26
12,02,1468423300.218750,empatica,56,-8,21
12,02,1468423300.250000,empatica,89,-7,16
12,02,1468423300.281250,empatica,112,-11,41
12,02,1468423300.312500,empatica,38,17,29
12,02,1468423300.343750,empatica,61,6,18
12,02,1468423300.375000,empatica,48,19,-2
12,02,1468423300.406250,empatica,57,20,0
12,02,1468423300.437500,empatica,52,20,14
12,02,1468423300.468750,empatica,56,19,14
12,02,1468423300.500000,empatica,52,18,15
12,02,1468423300.531250,empatica,51,19,17
12,02,1468423300.562500,empatica,60,17,15
12,02,1468423300.593750,empatica,47,14,5
12,02,1468423300.625000,empatica,50,16,4
12,02,1468423300.656250,empatica,62,13,12
12,02,1468423300.687500,empatica,60,12,14
12,02,1468423300.718750,empatica,64,15,4
12,02,1468423300.750000,empatica,66,17,4
12,02,1468423300.781250,empatica,72,19,3
12,02,1468423300.812500,empatica,63,20,1
12,02,1468423300.843750,empatica,61,18,2
12,02,1468423300.875000,empatica,64,17,2
12,02,1468423300.906250,empatica,60,15,2
12,02,1468423300.937500,empatica,60,14,3
12,02,1468423300.968750,empatica,66,13,3
12,02,1468423301.000000,empatica,67,15,4
12,02,1468423301.031250,empatica,62,15,3
12,02,1468423301.062500,empatica,61,14,2
12,02,1468423301.093750,empatica,60,14,2
12,02,1468423301.125000,empatica,55,15,1
12,02,1468423301.156250,empatica,55,17,2
12,02,1468423301.187500,empatica,58,16,4
12,02,1468423301.218750,empatica,58,16,0
12,02,1468423301.250000,empatica,57,16,0
12,02,1468423301.281250,empatica,59,16,1
12,02,1468423301.312500,empatica,55,16,-1
12,02,1468423301.343750,empatica,58,15,-4
12,02,1468423301.375000,empatica,61,15,-5
12,02,1468423301.406250,empatica,66,14,-7
12,02,1468423301.437500,empatica,69,13,-6
12,02,1468423301.468750,empatica,67,10,-6
12,02,1468423301.500000,empatica,69,6,-7
12,02,1468423301.531250,empatica,67,6,-7
12,02,1468423301.562500,empatica,67,8,-7
12,02,1468423301.593750,empatica,67,7,-4
12,02,1468423301.625000,empatica,64,9,-2
12,02,1468423301.656250,empatica,64,12,-2
12,02,1468423301.687500,empatica,64,11,-2
12,02,1468423301.718750,empatica,65,12,-3
12,02,1468423301.750000,empatica,65,12,-1
12,02,1468423301.781250,empatica,85,13,3
12,02,1468423301.812500,empatica,73,18,7
12,02,1468423301.843750,empatica,51,18,8
12,02,1468423301.875000,empatica,60,13,13
12,02,1468423301.906250,empatica,52,21,22
12,02,1468423301.937500,empatica,36,18,22
12,02,1468423301.968750,empatica,44,9,31
12,02,1468423302.000000,empatica,25,3,29
12,02,1468423302.031250,empatica,23,2,30
12,02,1468423302.062500,empatica,32,-22,49
12,02,1468423302.093750,empatica,46,-25,54
12,02,1468423302.125000,empatica,42,-14,53
12,02,1468423302.156250,empatica,30,-17,48
12,02,1468423302.187500,empatica,20,-25,55
12,02,1468423302.218750,empatica,23,-22,54
12,02,1468423302.250000,empatica,31,-25,67
12,02,1468423302.281250,empatica,35,-26,70
12,02,1468423302.312500,empatica,35,-23,58
12,02,1468423302.343750,empatica,30,-21,52
12,02,1468423302.375000,empatica,30,-18,41
12,02,1468423302.406250,empatica,45,-13,26
12,02,1468423302.437500,empatica,56,-7,21
12,02,1468423302.468750,empatica,73,-1,12
12,02,1468423302.500000,empatica,76,-3,10
12,02,1468423302.531250,empatica,64,0,-3
12,02,1468423302.562500,empatica,62,-2,-6
12,02,1468423302.593750,empatica,58,-8,-8
12,02,1468423302.625000,empatica,62,-9,-8
12,02,1468423302.656250,empatica,68,-6,-11
12,02,1468423302.687500,empatica,61,-10,-9
12,02,1468423302.718750,empatica,54,-10,-9
12,02,1468423302.750000,empatica,64,-10,-8
12,02,1468423302.781250,empatica,66,-8,-10
12,02,1468423302.812500,empatica,69,-13,-7
12,02,1468423302.843750,empatica,63,-8,-8
12,02,1468423302.875000,empatica,58,-4,-10
12,02,1468423302.906250,empatica,60,-5,-11
12,02,1468423302.937500,empatica,61,1,-11
12,02,1468423302.968750,empatica,63,0,-9
12,02,1468423303.000000,empatica,57,-2,-7
12,02,1468423303.031250,empatica,71,1,-9
12,02,1468423303.062500,empatica,68,0,-7
12,02,1468423303.093750,empatica,55,-3,-6
12,02,1468423303.125000,empatica,58,-4,-6
12,02,1468423303.156250,empatica,63,-4,-8
12,02,1468423303.187500,empatica,58,-3,-11
12,02,1468423303.218750,empatica,61,-5,-14
12,02,1468423303.250000,empatica,67,-5,-18
12,02,1468423303.281250,empatica,65,-5,-17
12,02,1468423303.312500,empatica,63,-5,-20
12,02,1468423303.343750,empatica,67,-4,-20
12,02,1468423303.375000,empatica,65,-4,-20
12,02,1468423303.406250,empatica,65,-4,-17
12,02,1468423303.437500,empatica,64,-4,-15
12,02,1468423303.468750,empatica,64,-5,-14
12,02,1468423303.500000,empatica,62,-4,-14
12,02,1468423303.531250,empatica,60,-5,-10
12,02,1468423303.562500,empatica,55,-9,-7
12,02,1468423303.593750,empatica,58,-8,-8
12,02,1468423303.625000,empatica,66,-6,-7
12,02,1468423303.656250,empatica,57,-5,-8
12,02,1468423303.687500,empatica,69,-4,-7
12,02,1468423303.718750,empatica,58,3,-12
12,02,1468423303.750000,empatica,67,0,-12
12,02,1468423303.781250,empatica,59,-2,-7
12,02,1468423303.812500,empatica,64,-2,-5
12,02,1468423303.843750,empatica,57,-2,-11
12,02,1468423303.875000,empatica,63,0,-10
12,02,1468423303.906250,empatica,66,0,-11
12,02,1468423303.937500,empatica,63,0,-16
12,02,1468423303.968750,empatica,62,-2,-15
12,02,1468423304.000000,empatica,63,-5,-16
12,02,1468423304.031250,empatica,64,-4,-17
12,02,1468423304.062500,empatica,59,-8,-19
12,02,1468423304.093750,empatica,60,-10,-16
12,02,1468423304.125000,empatica,64,-7,-19
12,02,1468423304.156250,empatica,61,-7,-17
12,02,1468423304.187500,empatica,58,-7,-17
12,02,1468423304.218750,empatica,60,-8,-14
12,02,1468423304.250000,empatica,62,-5,-16
12,02,1468423304.281250,empatica,58,-5,-19
12,02,1468423304.312500,empatica,60,-6,-20
12,02,1468423304.343750,empatica,59,-7,-19
12,02,1468423304.375000,empatica,61,-7,-18
12,02,1468423304.406250,empatica,60,-6,-21
12,02,1468423304.437500,empatica,61,-5,-18
12,02,1468423304.468750,empatica,60,-7,-18
12,02,1468423304.500000,empatica,60,-6,-18
12,02,1468423304.531250,empatica,62,-6,-19
12,02,1468423304.562500,empatica,61,-7,-20
12,02,1468423304.593750,empatica,60,-8,-19
12,02,1468423304.625000,empatica,60,-5,-22
12,02,1468423304.656250,empatica,59,-3,-22
12,02,1468423304.687500,empatica,59,-7,-18
12,02,1468423304.718750,empatica,57,-6,-18
12,02,1468423304.750000,empatica,63,-6,-18
12,02,1468423304.781250,empatica,61,-6,-18
12,02,1468423304.812500,empatica,58,-5,-19
12,02,1468423304.843750,empatica,60,-5,-20
12,02,1468423304.875000,empatica,60,-6,-19
12,02,1468423304.906250,empatica,58,-4,-21
12,02,1468423304.937500,empatica,57,-4,-16
12,02,1468423304.968750,empatica,58,-5,-16
12,02,1468423305.000000,empatica,59,-5,-18
12,02,1468423305.031250,empatica,59,-6,-17
12,02,1468423305.062500,empatica,61,-6,-17
12,02,1468423305.093750,empatica,63,-6,-18
12,02,1468423305.125000,empatica,56,-7,-28
12,02,1468423305.156250,empatica,58,-5,-31
12,02,1468423305.187500,empatica,51,-5,-26
12,02,1468423305.218750,empatica,56,-7,-23
12,02,1468423305.250000,empatica,59,-3,-30
12,02,1468423305.281250,empatica,56,-3,-26
12,02,1468423305.312500,empatica,58,-4,-25
12,02,1468423305.343750,empatica,60,-3,-25
12,02,1468423305.375000,empatica,58,-4,-25
12,02,1468423305.406250,empatica,61,-5,-26
12,02,1468423305.437500,empatica,62,-6,-26
12,02,1468423305.468750,empatica,58,-10,1
12,02,1468423305.500000,empatica,40,-16,-20
12,02,1468423305.531250,empatica,65,-11,-22
12,02,1468423305.562500,empatica,63,-10,-24
12,02,1468423305.593750,empatica,58,-7,-24
12,02,1468423305.625000,empatica,58,-8,-24
12,02,1468423305.656250,empatica,60,-7,-24
12,02,1468423305.687500,empatica,58,-8,-22
12,02,1468423305.718750,empatica,56,-8,-23
12,02,1468423305.750000,empatica,56,-6,-25
12,02,1468423305.781250,empatica,54,-5,-27
12,02,1468423305.812500,empatica,58,-6,-24
12,02,1468423305.843750,empatica,57,-7,-24
12,02,1468423305.875000,empatica,59,-8,-23
12,02,1468423305.906250,empatica,59,-8,-22
12,02,1468423305.937500,empatica,59,-8,-23
12,02,1468423305.968750,empatica,59,-8,-22
12,02,1468423306.000000,empatica,59,-8,-22
12,02,1468423306.031250,empatica,58,-7,-23
12,02,1468423306.062500,empatica,58,-7,-23
12,02,1468423306.093750,empatica,58,-7,-22
12,02,1468423306.125000,empatica,55,-7,-21
12,02,1468423306.156250,empatica,59,-9,-23
12,02,1468423306.187500,empatica,57,-9,-20
12,02,1468423306.218750,empatica,61,-7,-21
12,02,1468423306.250000,empatica,62,-8,-23
12,02,1468423306.281250,empatica,57,-6,-26
12,02,1468423306.312500,empatica,62,-5,-21
12,02,1468423306.343750,empatica,58,-6,-21
12,02,1468423306.375000,empatica,63,-6,-16
12,02,1468423306.406250,empatica,63,-5,-15
12,02,1468423306.437500,empatica,57,-11,-9
12,02,1468423306.468750,empatica,40,-13,-9
12,02,1468423306.500000,empatica,71,-7,-18
12,02,1468423306.531250,empatica,51,-4,-23
12,02,1468423306.562500,empatica,41,-5,-26
12,02,1468423306.593750,empatica,74,2,-22
12,02,1468423306.625000,empatica,70,-1,-15
12,02,1468423306.656250,empatica,55,-3,-18
12,02,1468423306.687500,empatica,57,-5,-20
12,02,1468423306.718750,empatica,62,-8,-21
12,02,1468423306.750000,empatica,68,-8,-19
12,02,1468423306.781250,empatica,45,-9,-14
12,02,1468423306.812500,empatica,66,-10,-22
12,02,1468423306.843750,empatica,83,-6,-21
12,02,1468423306.875000,empatica,53,0,-24
12,02,1468423306.906250,empatica,52,-8,-18
12,02,1468423306.937500,empatica,64,-10,-17
12,02,1468423306.968750,empatica,64,-11,-16
12,02,1468423307.000000,empatica,60,-3,-19
12,02,1468423307.031250,empatica,41,-4,-14
12,02,1468423307.062500,empatica,65,-4,-12
12,02,1468423307.093750,empatica,62,-11,-13
12,02,1468423307.125000,empatica,60,-5,-17
12,02,1468423307.156250,empatica,61,-8,-12
12,02,1468423307.187500,empatica,65,-6,-8
12,02,1468423307.218750,empatica,52,-6,-14
12,02,1468423307.250000,empatica,64,-9,-12
12,02,1468423307.281250,empatica,64,-6,-13
12,02,1468423307.312500,empatica,65,-4,-11
12,02,1468423307.343750,empatica,66,-5,-11
12,02,1468423307.375000,empatica,72,-7,-13
12,02,1468423307.406250,empatica,70,-11,-16
12,02,1468423307.437500,empatica,79,5,-5
12,02,1468423307.468750,empatica,66,10,4
12,02,1468423307.500000,empatica,56,-8,10
12,02,1468423307.531250,empatica,40,-15,18
12,02,1468423307.562500,empatica,62,-8,13
12,02,1468423307.593750,empatica,61,-4,10
12,02,1468423307.625000,empatica,63,-2,11
12,02,1468423307.656250,empatica,63,0,10
12,02,1468423307.687500,empatica,69,-4,16
12,02,1468423307.718750,empatica,56,-3,16
12,02,1468423307.750000,empatica,57,-3,18
12,02,1468423307.781250,empatica,59,-3,17
12,02,1468423307.812500,empatica,56,-2,16
12,02,1468423307.843750,empatica,64,-3,19
12,02,1468423307.875000,empatica,67,-5,24
12,02,1468423307.906250,empatica,58,-4,21
12,02,1468423307.937500,empatica,63,-4,24
12,02,1468423307.968750,empatica,59,3,9
12,02,1468423308.000000,empatica,72,4,14
12,02,1468423308.031250,empatica,67,0,8
